track_id,title,artist,genre,audio_path,lyrics_path,lyrics_source
10696,2.18.05 dai,BOPD,Hip-Hop,data\fma_small\fma_small\010\010696.mp3,,
145610,Wolves,The One They Fear,Rock,data\fma_small\fma_small\145\145610.mp3,,
30041,Rocket Into The Future,Cullah,Hip-Hop,data\fma_small\fma_small\030\030041.mp3,,
114396,Breathe New Life,Scott Holmes,Rock,data\fma_small\fma_small\114\114396.mp3,,
107029,VARIETTE (avec Jam),Alaclair Ensemble,Hip-Hop,data\fma_small\fma_small\107\107029.mp3,data\lyrics\Alaclair Ensemble - VARIETTE _107029_.txt,genius
129090,Happy Halloween,The Vivisectors,Rock,data\fma_small\fma_small\129\129090.mp3,,
11298,Now Get Busy,Beastie Boys,Hip-Hop,data\fma_small\fma_small\011\011298.mp3,data\lyrics\Beastie Boys - Now Get Busy _11298_.txt,genius
130372,Like a Glove,TransFX,Pop,data\fma_small\fma_small\130\130372.mp3,,
13804,Life's A Beach,The Professional Savage,Hip-Hop,data\fma_small\fma_small\013\013804.mp3,,
115735,Rage (feat Vosmoy),Still Pluto,Rock,data\fma_small\fma_small\115\115735.mp3,,
96403,Wrong or Right,Insane Ride,Rock,data\fma_small\fma_small\096\096403.mp3,,
85422,Bicentennial Bridge,Orange Peels,Pop,data\fma_small\fma_small\085\085422.mp3,,
122352,Lover,David Mumford,Folk,data\fma_small\fma_small\122\122352.mp3,,
57630,Almost Alright,Noveller,Experimental,data\fma_small\fma_small\057\057630.mp3,,
88960,Queen (Mugl Remix),TIGERBERRY,Rock,data\fma_small\fma_small\088\088960.mp3,,
63922,Happy Me,Beme Seed,Rock,data\fma_small\fma_small\063\063922.mp3,,
127726,Schankeshaus,Andreas Woiger,Folk,data\fma_small\fma_small\127\127726.mp3,,
116119,Electric Skeleton,10ksqft Werehaus,Experimental,data\fma_small\fma_small\116\116119.mp3,,
86263,Stay Hungry,Angstbreaker,Rock,data\fma_small\fma_small\086\086263.mp3,,
146151,How I Feel,A-Grav Lab,Hip-Hop,data\fma_small\fma_small\146\146151.mp3,,
110765,Hellidays (b/w Christmas in Hollis),The Impossebulls,Hip-Hop,data\fma_small\fma_small\110\110765.mp3,,
100959,Shawntae,DJ Def Chad,Hip-Hop,data\fma_small\fma_small\100\100959.mp3,,
113558,La voie lactée,Hazy Montagne Mystique,Experimental,data\fma_small\fma_small\113\113558.mp3,,
97794,schneewittchen aud dem kloh,Inox Kapell,Experimental,data\fma_small\fma_small\097\097794.mp3,,
49812,Rotting Heights,Ice Age,Rock,data\fma_small\fma_small\049\049812.mp3,data\lyrics\Ice Age - Rotting Heights _49812_.txt,genius
118195,Ave,PC-ONE,Experimental,data\fma_small\fma_small\118\118195.mp3,,
139523,The Hermit's View,Itasca,Folk,data\fma_small\fma_small\139\139523.mp3,,
115762,Poincare Conjecture,Zoliborz,Rock,data\fma_small\fma_small\115\115762.mp3,,
141894,Descent,Gorevenge,Rock,data\fma_small\fma_small\141\141894.mp3,,
133781,Holiday,Nic Falcon,Folk,data\fma_small\fma_small\133\133781.mp3,,
93704,Don't Love You,The Chapin Sisters,Folk,data\fma_small\fma_small\093\093704.mp3,,
134486,Love&Heartbreak,Squire Tuck,Pop,data\fma_small\fma_small\134\134486.mp3,,
84142,Get Away/ Parallel Sunset,Electric Mirrors,Experimental,data\fma_small\fma_small\084\084142.mp3,,
47666,No Love Song,Berlinist,Pop,data\fma_small\fma_small\047\047666.mp3,,
64627,Cassette Thing,Blank & Kytt,Hip-Hop,data\fma_small\fma_small\064\064627.mp3,,
124485,Hopper's Encore,Attic Ted,Pop,data\fma_small\fma_small\124\124485.mp3,,
12052,Breath in a Seed,Big Blood,Folk,data\fma_small\fma_small\012\012052.mp3,,
5156,Circles,Peter Biedermann,Folk,data\fma_small\fma_small\005\005156.mp3,,
6519,Somebody To Love,Sakura Madams,Rock,data\fma_small\fma_small\006\006519.mp3,,
138061,Bergwald Bergwald,Every Now and Every Then,Rock,data\fma_small\fma_small\138\138061.mp3,,
58063,Last Breath Before Death,Trance And The Arcade,Experimental,data\fma_small\fma_small\058\058063.mp3,,
90993,Where Am I?,Mported Flows,Hip-Hop,data\fma_small\fma_small\090\090993.mp3,,
116447,Malaguena (live),Montana Skies,Folk,data\fma_small\fma_small\116\116447.mp3,,
68543,Ste 029 Crowd Noise 3,Corsica S,Experimental,data\fma_small\fma_small\068\068543.mp3,,
56517,King of the Street,Jenny Mayhem,Folk,data\fma_small\fma_small\056\056517.mp3,,
118000,"Anthony Donovan, Marcel Duchamp, Georges Bataille",Juan Angel Italiano,Experimental,data\fma_small\fma_small\118\118000.mp3,,
60736,Mexican Holiday live at the Winston,Mexican Holiday,Rock,data\fma_small\fma_small\060\060736.mp3,,
63226,You Make You Feel,Dumbo Gets Mad,Pop,data\fma_small\fma_small\063\063226.mp3,,
64631,Flava,Blank & Kytt,Hip-Hop,data\fma_small\fma_small\064\064631.mp3,,
69830,Higher (Instrumental),The Honorable Sleaze,Hip-Hop,data\fma_small\fma_small\069\069830.mp3,,
145744,Jazzy Hip-Hop (Featuring Long John),Cheese N Pot-C,Hip-Hop,data\fma_small\fma_small\145\145744.mp3,,
122807,nitemare,The Carnys,Pop,data\fma_small\fma_small\122\122807.mp3,,
890,Softly Tomorrow,Ilyas Ahmed,Folk,data\fma_small\fma_small\000\000890.mp3,,
108840,Faraway (4 Mike & Annie),Tha Silent Partner,Hip-Hop,data\fma_small\fma_small\108\108840.mp3,,
145003,In The Gods,Finn Anderson,Folk,data\fma_small\fma_small\145\145003.mp3,,
27258,The Divine Invasion,P.G. Six,Folk,data\fma_small\fma_small\027\027258.mp3,,
117970,The Interviews,Jared C. Balogh,Experimental,data\fma_small\fma_small\117\117970.mp3,,
28375,Salutation,Bomis Prendin,Experimental,data\fma_small\fma_small\028\028375.mp3,,
106522,$ecret terror,Wilted Woman,Experimental,data\fma_small\fma_small\106\106522.mp3,,
100799,Child Was a Born,Margina,Rock,data\fma_small\fma_small\100\100799.mp3,,
119592,Free,Pee-Bug,Pop,data\fma_small\fma_small\119\119592.mp3,,
38888,party,File Under Toner,Experimental,data\fma_small\fma_small\038\038888.mp3,,
48444,au courant,AlexandreDavidGabriel,Pop,data\fma_small\fma_small\048\048444.mp3,,
140609,Back To It (w/ Daddy-O of Stetsasonic),The Impossebulls,Hip-Hop,data\fma_small\fma_small\140\140609.mp3,,
131020,Eternal New Guy,Pot-C,Hip-Hop,data\fma_small\fma_small\131\131020.mp3,,
128711,Junky Magician,The Crypts!,Rock,data\fma_small\fma_small\128\128711.mp3,,
7393,leaving things as they are,Lucky Dragons,Experimental,data\fma_small\fma_small\007\007393.mp3,,
86443,Befall,Fever Dream,Rock,data\fma_small\fma_small\086\086443.mp3,,
90982,"Gangstas, Guns, Liquor",Mported Flows,Hip-Hop,data\fma_small\fma_small\090\090982.mp3,,
110775,Volume (Video Edit),The Impossebulls,Hip-Hop,data\fma_small\fma_small\110\110775.mp3,,
70878,otter people,owlface,Pop,data\fma_small\fma_small\070\070878.mp3,,
72790,Fatherhood,Tha Silent Partner,Hip-Hop,data\fma_small\fma_small\072\072790.mp3,,
126668,I'll Take Care Of It,Sleep Out,Rock,data\fma_small\fma_small\126\126668.mp3,,
130937,Le grand large,La Cantine Boga,Folk,data\fma_small\fma_small\130\130937.mp3,,
126559,Matter003,Nate Scheible,Experimental,data\fma_small\fma_small\126\126559.mp3,,
29719,Man vs. Monkey,Codex Machine,Hip-Hop,data\fma_small\fma_small\029\029719.mp3,,
64519,Quality Control,Heavy Links,Hip-Hop,data\fma_small\fma_small\064\064519.mp3,,
16155,Nihilist,JJM,Pop,data\fma_small\fma_small\016\016155.mp3,data\lyrics\JJM - Nihilist _16155_.txt,genius
65755,Reality Bites,Emerald Park,Pop,data\fma_small\fma_small\065\065755.mp3,,
130954,Are We?,Albin Andersson,Folk,data\fma_small\fma_small\130\130954.mp3,,
110980,Time Forward,Antethic,Rock,data\fma_small\fma_small\110\110980.mp3,,
13748,Speak Your Mind feat. Hard Target,Laws,Hip-Hop,data\fma_small\fma_small\013\013748.mp3,,
11916,comedi humaine,WatFatMan,Hip-Hop,data\fma_small\fma_small\011\011916.mp3,,
69824,Lucky you (Digi G'Alessio remix remix),Infinite Livez,Hip-Hop,data\fma_small\fma_small\069\069824.mp3,,
54034,Wood Detective,alright lover,Pop,data\fma_small\fma_small\054\054034.mp3,,
86761,Be Sweet,Marco Trovatello,Rock,data\fma_small\fma_small\086\086761.mp3,,
131773,Those Summer Days,Microscopes,Pop,data\fma_small\fma_small\131\131773.mp3,,
142552,Come to Me,Rony Friedman,Pop,data\fma_small\fma_small\142\142552.mp3,,
61734,Let's Go Dutch,Soft Serve,Pop,data\fma_small\fma_small\061\061734.mp3,,
129997,Bright Sunny End,springtide,Rock,data\fma_small\fma_small\129\129997.mp3,,
114265,Ruggles (ft epsilon not),Uncle Milk,Hip-Hop,data\fma_small\fma_small\114\114265.mp3,,
106937,Prairie Kids,Meaner Pencil,Folk,data\fma_small\fma_small\106\106937.mp3,,
24912,lisbon-flute,Sawako,Experimental,data\fma_small\fma_small\024\024912.mp3,,
43843,Sickly Brazil,Kreamy 'Lectric Santa,Folk,data\fma_small\fma_small\043\043843.mp3,,
125185,Life Unfolds,Derek Clegg,Folk,data\fma_small\fma_small\125\125185.mp3,,
694,Planet Say (featuring Faust),Food For Animals,Hip-Hop,data\fma_small\fma_small\000\000694.mp3,,
45523,North bank upper,Plusplus,Folk,data\fma_small\fma_small\045\045523.mp3,,
32331,My Purple Shirt,Plushgoolash,Pop,data\fma_small\fma_small\032\032331.mp3,,
2099,....like bacon sundays,luc,Pop,data\fma_small\fma_small\002\002099.mp3,,
142511,Ratatatatouille,Miët,Rock,data\fma_small\fma_small\142\142511.mp3,,
11818,Future Music,It's Notherground Music!!,Hip-Hop,data\fma_small\fma_small\011\011818.mp3,,
96728,All In The Morning Coming Down,Allysen Callery,Folk,data\fma_small\fma_small\096\096728.mp3,,
138211,Sons of cornucopia,23 And Beyond The Infinite,Rock,data\fma_small\fma_small\138\138211.mp3,,
52500,This Is Goodbye,Kalli,Folk,data\fma_small\fma_small\052\052500.mp3,,
114411,Levels Of Greatness,Scott Holmes,Rock,data\fma_small\fma_small\114\114411.mp3,,
91958,Catch The Knife,Graeme Mark,Folk,data\fma_small\fma_small\091\091958.mp3,data\lyrics\Graeme Mark - Catch The Knife _91958_.txt,genius
97373,Extra Chromosome Mozart,Cullah,Experimental,data\fma_small\fma_small\097\097373.mp3,,
99436,Almost Anything,Atlantic Thrills,Rock,data\fma_small\fma_small\099\099436.mp3,,
139687,nxI2016-06-30_04_56_08-A-2016-06-30_05_07_10,Miquel Parera & Computer,Experimental,data\fma_small\fma_small\139\139687.mp3,,
127285,Oceans Now,Myndra,Pop,data\fma_small\fma_small\127\127285.mp3,data\lyrics\Myndra - Oceans Now _127285_.txt,genius
124480,The Black Condor,Attic Ted,Pop,data\fma_small\fma_small\124\124480.mp3,,
29746,Dont Let Sheep Play The Piano (Lee and Sheep),Lee Rosevere,Experimental,data\fma_small\fma_small\029\029746.mp3,,
106274,South Pacific Pt. II,Night Rally,Rock,data\fma_small\fma_small\106\106274.mp3,,
108297,Battles,Celebration,Rock,data\fma_small\fma_small\108\108297.mp3,data\lyrics\Celebration - Battles _108297_.txt,genius
42141,Smoke In The Blues Bar,Colin Shaddick & Roger Nicholls,Experimental,data\fma_small\fma_small\042\042141.mp3,,
55124,Le roé,Alaclair Ensemble,Hip-Hop,data\fma_small\fma_small\055\055124.mp3,data\lyrics\Alaclair Ensemble - Le roé _55124_.txt,genius
110259,In Tune (J. Glaze Remix),Kellee Maize & J. Glaze Productions,Hip-Hop,data\fma_small\fma_small\110\110259.mp3,,
58053,Metallic Fruit,Trance And The Arcade,Experimental,data\fma_small\fma_small\058\058053.mp3,,
116116,Commercial Industrial,10ksqft Werehaus,Experimental,data\fma_small\fma_small\116\116116.mp3,,
1270,Cocksuckerbastardmotherfucker,Necropolis,Rock,data\fma_small\fma_small\001\001270.mp3,,
149776,Inner Mental Cage,Controlled Insanity,Experimental,data\fma_small\fma_small\149\149776.mp3,,
67121,#3,A Banda de Joseph Tourton,Rock,data\fma_small\fma_small\067\067121.mp3,,
36799,Tanah,Rully Shabara & Wukir,Experimental,data\fma_small\fma_small\036\036799.mp3,,
72058,Glory And Fame (Edited),David Rovics,Folk,data\fma_small\fma_small\072\072058.mp3,data\lyrics\David Rovics - Glory And Fame _72058_.txt,genius
46717,three lullabies 3,Eva-Maria Houben,Experimental,data\fma_small\fma_small\046\046717.mp3,,
3832,Bedoin Song,Lior,Folk,data\fma_small\fma_small\003\003832.mp3,data\lyrics\Lior - Bedoin Song _3832_.txt,genius
142528,Aurora,The Bribe and the Mockery,Folk,data\fma_small\fma_small\142\142528.mp3,,
67366,Broken Eights,Aranos,Pop,data\fma_small\fma_small\067\067366.mp3,,
57440,Fleas Or Radioactive Pop Smear,The Yes Sirs,Experimental,data\fma_small\fma_small\057\057440.mp3,,
114406,Breathe New Life ll,Scott Holmes,Rock,data\fma_small\fma_small\114\114406.mp3,,
57500,Girl,Barreracudas,Rock,data\fma_small\fma_small\057\057500.mp3,,
61591,Gigglestick,Ergo Phizmiz,Pop,data\fma_small\fma_small\061\061591.mp3,,
137898,Press Rewind featuring Kyle Jason,C-Doc,Hip-Hop,data\fma_small\fma_small\137\137898.mp3,,
113357,Hurt,Samuel Vas Y,Folk,data\fma_small\fma_small\113\113357.mp3,,
69768,Tiny hands,Plusplus,Folk,data\fma_small\fma_small\069\069768.mp3,,
20818,03 The Wedding Ring,Harrius,Experimental,data\fma_small\fma_small\020\020818.mp3,,
142086,Pennies For My Thoughts,SK,Hip-Hop,data\fma_small\fma_small\142\142086.mp3,,
107579,Abiding,Kelly Latimore,Folk,data\fma_small\fma_small\107\107579.mp3,,
44354,British Steam,Graham Dunning,Experimental,data\fma_small\fma_small\044\044354.mp3,,
114040,Whatever You Want (Feat. Crystal Tokyo),Aviscerall,Hip-Hop,data\fma_small\fma_small\114\114040.mp3,,
131764,This Is The Night,Microscopes,Pop,data\fma_small\fma_small\131\131764.mp3,,
26014,Whenever You Wanna Call Me,Comfort Fit,Hip-Hop,data\fma_small\fma_small\026\026014.mp3,,
122003,No Brainium in de Cranium,Bret Harold Hart,Experimental,data\fma_small\fma_small\122\122003.mp3,,
47895,Malta,Superhumanoids,Pop,data\fma_small\fma_small\047\047895.mp3,data\lyrics\Superhumanoids - Malta _47895_.txt,genius
46840,Wave a White Flag (Surrender),Monk Turner,Pop,data\fma_small\fma_small\046\046840.mp3,,
125237,Teo,Derek Baron,Experimental,data\fma_small\fma_small\125\125237.mp3,data\lyrics\Derek Baron - Teo _125237_.txt,genius
144544,Holy Dust (Acoustic),Wildlight,Folk,data\fma_small\fma_small\144\144544.mp3,data\lyrics\Wildlight - Holy Dust _144544_.txt,genius
74370,The First Noel,Dave Menzo (CloudMagic),Experimental,data\fma_small\fma_small\074\074370.mp3,,
29271,Discount Store,Dan Bryk,Pop,data\fma_small\fma_small\029\029271.mp3,data\lyrics\Dan Bryk - Discount Store _29271_.txt,genius
105716,Beast,Sam Moss,Folk,data\fma_small\fma_small\105\105716.mp3,data\lyrics\Sam Moss - Beast _105716_.txt,genius
9477,Colour Me Your Colour,Justice Yeldham,Experimental,data\fma_small\fma_small\009\009477.mp3,,
145729,So On and Yo! (D.A.I.S.Y. Age Instrumental),LOWdown,Hip-Hop,data\fma_small\fma_small\145\145729.mp3,,
137561,Voices,Luca Forcucci,Experimental,data\fma_small\fma_small\137\137561.mp3,,
59876,Lovedropper,Boy Friend,Rock,data\fma_small\fma_small\059\059876.mp3,,
64855,I Don't Know Why (the Gooeys),Monroeville Music Center,Experimental,data\fma_small\fma_small\064\064855.mp3,,
123968,Michael Van Allen,BenJamin Banger,Hip-Hop,data\fma_small\fma_small\123\123968.mp3,data\lyrics\BenJamin Banger - Michael Van Allen _123968_.txt,genius
126406,Noodie,Shy Kids,Pop,data\fma_small\fma_small\126\126406.mp3,data\lyrics\Shy Kids - Noodie _126406_.txt,genius
1427,I Feel Evils,Plastic Crimewave Sound,Rock,data\fma_small\fma_small\001\001427.mp3,,
125189,I'd Rather Take the Old Way,Derek Clegg,Folk,data\fma_small\fma_small\125\125189.mp3,,
150018,Eldridge Cleaver,Urs Graf Consort,Pop,data\fma_small\fma_small\150\150018.mp3,,
113031,Red Weed ft. DJ Swiss Cheez,One S.P.,Hip-Hop,data\fma_small\fma_small\113\113031.mp3,,
6406,The Hungry Stones,MV + EE,Folk,data\fma_small\fma_small\006\006406.mp3,,
28376,The Doppler Shift,Bomis Prendin,Experimental,data\fma_small\fma_small\028\028376.mp3,,
119579,"A. And Now! More News, Debate, And Let's Not Forget Their Opinions / B. Commercial Break",Nicholas Smith,Experimental,data\fma_small\fma_small\119\119579.mp3,,
119369,calm,Erick Gallun,Experimental,data\fma_small\fma_small\119\119369.mp3,,
97980,Back To Break Bread (Instrumental),Deadly Combo,Hip-Hop,data\fma_small\fma_small\097\097980.mp3,,
127205,Everything Fell Into Place,Shwa Losben,Pop,data\fma_small\fma_small\127\127205.mp3,,
134509,Get Paid (Mouth Beat Mix) (Featuring DJ Phazer),Donnie Ozone,Hip-Hop,data\fma_small\fma_small\134\134509.mp3,,
128825,Nephew Playing Happy Wheels,Lezet,Experimental,data\fma_small\fma_small\128\128825.mp3,,
68875,The New American Hymnal for Post-Apocalyptic Memorials and Celebrations part 1,A. P. Vague,Experimental,data\fma_small\fma_small\068\068875.mp3,,
115766,The Call of the Polar Star,Zoliborz,Rock,data\fma_small\fma_small\115\115766.mp3,,
122355,Light On In My Heart,David Mumford,Folk,data\fma_small\fma_small\122\122355.mp3,,
126400,Terminally in Love With You,Shy Kids,Pop,data\fma_small\fma_small\126\126400.mp3,data\lyrics\Shy Kids - Terminally in Love With You _126400_.txt,genius
123979,Moments,BenJamin Banger,Hip-Hop,data\fma_small\fma_small\123\123979.mp3,,
40240,Creepin' Crazy Time,Big Blood,Folk,data\fma_small\fma_small\040\040240.mp3,,
119027,How Do I Say Goodbye To Myself,Change!,Experimental,data\fma_small\fma_small\119\119027.mp3,,
28692,You A Grave,The Black Bug,Rock,data\fma_small\fma_small\028\028692.mp3,,
112588,"Christmas Time, I Love You",Simon Panrucker,Experimental,data\fma_small\fma_small\112\112588.mp3,,
100478,So On and Yo!,LOWdown,Hip-Hop,data\fma_small\fma_small\100\100478.mp3,,
148214,It's My Dream,Josh Armistead,Folk,data\fma_small\fma_small\148\148214.mp3,,
121570,Japanese Vacation,Spider Bags,Rock,data\fma_small\fma_small\121\121570.mp3,data\lyrics\Spider Bags - Japanese Vacation _121570_.txt,genius
67829,Shaking Boombah,krackatoa,Experimental,data\fma_small\fma_small\067\067829.mp3,,
31392,Siren Song,Amy Sayer,Folk,data\fma_small\fma_small\031\031392.mp3,,
73172,Red Clay Country,Howie Mitchell & Charlotte Williams,Folk,data\fma_small\fma_small\073\073172.mp3,,
51114,Wack,Bob Ostertag,Experimental,data\fma_small\fma_small\051\051114.mp3,,
102114,Sound Mind,Alexei Borisov and Anton Mobin,Experimental,data\fma_small\fma_small\102\102114.mp3,,
123438,Mustard Sally,The Dread,Hip-Hop,data\fma_small\fma_small\123\123438.mp3,,
128882,"New Year, New Beginning",Squire Tuck,Experimental,data\fma_small\fma_small\128\128882.mp3,,
13735,Funktions Prod. Sci Fi,Tha Connection,Hip-Hop,data\fma_small\fma_small\013\013735.mp3,,
72146,180211,Justice Yeldham,Experimental,data\fma_small\fma_small\072\072146.mp3,,
68861,Mississippi Sawyer,Howie & Ann Mitchell,Folk,data\fma_small\fma_small\068\068861.mp3,,
113512,Once the Sky,A Crooked Pulse,Rock,data\fma_small\fma_small\113\113512.mp3,,
12484,Frost Farm,Big Blood,Folk,data\fma_small\fma_small\012\012484.mp3,,
110634,No Pilot,Eidetic Seeing,Rock,data\fma_small\fma_small\110\110634.mp3,,
83717,Ninety Six,Cullah,Hip-Hop,data\fma_small\fma_small\083\083717.mp3,data\lyrics\Cullah - Ninety Six _83717_.txt,genius
48865,Mad To Talk,NaDa BaBa,Experimental,data\fma_small\fma_small\048\048865.mp3,,
87324,Harmony To My Heartbeat,Sally Seltmann,Pop,data\fma_small\fma_small\087\087324.mp3,data\lyrics\Sally Seltmann - Harmony To My Heartbeat _87324_.txt,genius
130265,Show The Way,Rockit Maxx,Pop,data\fma_small\fma_small\130\130265.mp3,,
121319,the monorail,Coin Locker Kid,Hip-Hop,data\fma_small\fma_small\121\121319.mp3,data\lyrics\Coin Locker Kid - the monorail _121319_.txt,genius
129092,Beach Boogie,The Vivisectors,Rock,data\fma_small\fma_small\129\129092.mp3,,
74375,winter stories,songs for sunday parlours,Experimental,data\fma_small\fma_small\074\074375.mp3,,
138066,Drifting,Black Flamingo,Pop,data\fma_small\fma_small\138\138066.mp3,,
9152,1991,dj smallcock,Experimental,data\fma_small\fma_small\009\009152.mp3,,
51918,Crippled Inside (John Lennon cover),Green Like July,Folk,data\fma_small\fma_small\051\051918.mp3,data\lyrics\Green Like July - Crippled Inside _51918_.txt,genius
12049,"On a Sunday, Years After",Big Blood,Folk,data\fma_small\fma_small\012\012049.mp3,,
75378,Tree Of Life,Kellee Maize,Hip-Hop,data\fma_small\fma_small\075\075378.mp3,,
88875,But It Did (No Vocals),Josh Woodward,Folk,data\fma_small\fma_small\088\088875.mp3,data\lyrics\Josh Woodward - But It Did _88875_.txt,genius
86415,From the Bottom (Soundtrack Edit),The Impossebulls,Hip-Hop,data\fma_small\fma_small\086\086415.mp3,,
57938,12 Days of Christmas,R.Tists for Christmas,Experimental,data\fma_small\fma_small\057\057938.mp3,,
54664,La Tristeza,Monday Night Fever,Pop,data\fma_small\fma_small\054\054664.mp3,,
71371,Good Times,Black Bones,Rock,data\fma_small\fma_small\071\071371.mp3,,
69823,R yeah (Millelemmi remix),Infinite Livez,Hip-Hop,data\fma_small\fma_small\069\069823.mp3,,
37779,Carroussel,La Rainbow Toy Orchestra,Experimental,data\fma_small\fma_small\037\037779.mp3,,
48862,Thursday Morning In London (Falluja Mix),NaDa BaBa,Experimental,data\fma_small\fma_small\048\048862.mp3,,
98555,Gotta Love Me,Kellee Maize,Hip-Hop,data\fma_small\fma_small\098\098555.mp3,,
147295,Meadow Siren,Greg Atkinson,Folk,data\fma_small\fma_small\147\147295.mp3,,
114409,Always The Last To Know,Scott Holmes,Rock,data\fma_small\fma_small\114\114409.mp3,,
60476,Perfect Tomorrow,Mokhov,Hip-Hop,data\fma_small\fma_small\060\060476.mp3,,
113033,I Told Jesus ft. Sharam Shahbazi (Asthmatic Astronaut Remix),One S.P.,Hip-Hop,data\fma_small\fma_small\113\113033.mp3,,
99439,Light Shines,Atlantic Thrills,Rock,data\fma_small\fma_small\099\099439.mp3,,
4777,Firecracker,Half Japanese,Rock,data\fma_small\fma_small\004\004777.mp3,data\lyrics\Half Japanese - Firecracker _4777_.txt,genius
28483,Owl Eyes,The Pop Winds,Pop,data\fma_small\fma_small\028\028483.mp3,,
126402,Baldwin,Shy Kids,Pop,data\fma_small\fma_small\126\126402.mp3,data\lyrics\Shy Kids - Baldwin _126402_.txt,genius
126491,I Will Devour,Nate Maingard,Folk,data\fma_small\fma_small\126\126491.mp3,,
128477,GO!GO!GO!,Emerald Park,Pop,data\fma_small\fma_small\128\128477.mp3,data\lyrics\Emerald Park - GO_GO_GO_ _128477_.txt,genius
51267,Thinking Of You,Teeel,Pop,data\fma_small\fma_small\051\051267.mp3,,
40903,The Devil is a Sad Spirit,James Beaudreau,Rock,data\fma_small\fma_small\040\040903.mp3,,
112734,Summoning,Is,Rock,data\fma_small\fma_small\112\112734.mp3,data\lyrics\Is - Summoning _112734_.txt,genius
104668,Undone,BIG BUG,Rock,data\fma_small\fma_small\104\104668.mp3,data\lyrics\BIG BUG - Undone _104668_.txt,genius
131452,B06 Say We're Sweethearts Again,Mom Jeans,Pop,data\fma_small\fma_small\131\131452.mp3,,
62749,Heartbreaker,Jahzzar,Pop,data\fma_small\fma_small\062\062749.mp3,data\lyrics\Jahzzar - Heartbreaker _62749_.txt,genius
207,Piano 3,Ed Askew,Folk,data\fma_small\fma_small\000\000207.mp3,,
129914,King Of Da City,Dollar Boyz,Hip-Hop,data\fma_small\fma_small\129\129914.mp3,,
77523,Mystery Aircraft Lost in Fog over California Canyons / Holy the Stock Market filled with the millions!,The Fucked Up Beat,Experimental,data\fma_small\fma_small\077\077523.mp3,,
47865,The Wedding Party,Zachary Cale,Folk,data\fma_small\fma_small\047\047865.mp3,,
11868,Classic Freestyle,6th Sense &amp; Mick Boogie,Hip-Hop,data\fma_small\fma_small\011\011868.mp3,,
11767,Let's Do It Instrumental     {6th Sense},6th Sense,Hip-Hop,data\fma_small\fma_small\011\011767.mp3,,
32337,I Invented Everything,Plushgoolash,Pop,data\fma_small\fma_small\032\032337.mp3,,
3598,Little Eyes,Ed Askew,Folk,data\fma_small\fma_small\003\003598.mp3,,
41192,Storms That Breed,Weyes Blood,Folk,data\fma_small\fma_small\041\041192.mp3,data\lyrics\Weyes Blood - Storms That Breed _41192_.txt,genius
