track_id,title,artist,genre,audio_path,lyrics_path,lyrics_source,lyrics,lyrics_file,eng_words,non_ascii_ratio,keep_english
86761,Be Sweet,Marco Trovatello,Rock,data\fma_small\fma_small\086\086761.mp3,data\whisper_transcriptions\Marco Trovatello - Be Sweet 86761.txt,whisper,,,0,1.0,False
106937,Prairie Kids,Meaner Pencil,Folk,data\fma_small\fma_small\106\106937.mp3,data\whisper_transcriptions\Meaner Pencil - Prairie Kids 106937.txt,whisper,Our small Midwestern college town's almost no place at all. You are the only place you can.,Meaner Pencil - Prairie Kids 106937.txt,17,0.0,False
24912,lisbon-flute,Sawako,Experimental,data\fma_small\fma_small\024\024912.mp3,data\whisper_transcriptions\Sawako - lisbon-flute 24912.txt,whisper,,,0,1.0,False
43843,Sickly Brazil,Kreamy 'Lectric Santa,Folk,data\fma_small\fma_small\043\043843.mp3,data\whisper_transcriptions\Kreamy 'Lectric Santa - Sickly Brazil 43843.txt,whisper,,,0,1.0,False
125185,Life Unfolds,Derek Clegg,Folk,data\fma_small\fma_small\125\125185.mp3,data\whisper_transcriptions\Derek Clegg - Life Unfolds 125185.txt,whisper,"All the pain is gone, but I remain the same",Derek Clegg - Life Unfolds 125185.txt,10,0.0,False
45523,North bank upper,Plusplus,Folk,data\fma_small\fma_small\045\045523.mp3,data\whisper_transcriptions\Plusplus - North bank upper 45523.txt,whisper,,,0,1.0,False
32331,My Purple Shirt,Plushgoolash,Pop,data\fma_small\fma_small\032\032331.mp3,data\whisper_transcriptions\Plushgoolash - My Purple Shirt 32331.txt,whisper,,,0,1.0,False
2099,....like bacon sundays,luc,Pop,data\fma_small\fma_small\002\002099.mp3,data\whisper_transcriptions\luc - ....like bacon sundays 2099.txt,whisper,,,0,1.0,False
11818,Future Music,It's Notherground Music!!,Hip-Hop,data\fma_small\fma_small\011\011818.mp3,data\whisper_transcriptions\It's Notherground Music!! - Future Music 11818.txt,whisper,,,0,1.0,False
91958,Catch The Knife,Graeme Mark,Folk,data\fma_small\fma_small\091\091958.mp3,data\lyrics\Graeme Mark - Catch The Knife _91958_.txt,genius,,,0,1.0,False
127285,Oceans Now,Myndra,Pop,data\fma_small\fma_small\127\127285.mp3,data\lyrics\Myndra - Oceans Now _127285_.txt,genius,,,0,1.0,False
29746,Dont Let Sheep Play The Piano (Lee and Sheep),Lee Rosevere,Experimental,data\fma_small\fma_small\029\029746.mp3,data\whisper_transcriptions\Lee Rosevere - Dont Let Sheep Play The Piano (Lee and Sheep) 29746.txt,whisper,play that note okay here we go okay ship go yeah,Lee Rosevere - Dont Let Sheep Play The Piano (Lee and Sheep) 29746.txt,11,0.0,False
108297,Battles,Celebration,Rock,data\fma_small\fma_small\108\108297.mp3,data\lyrics\Celebration - Battles _108297_.txt,genius,,,0,1.0,False
42141,Smoke In The Blues Bar,Colin Shaddick & Roger Nicholls,Experimental,data\fma_small\fma_small\042\042141.mp3,data\whisper_transcriptions\Colin Shaddick & Roger Nicholls - Smoke In The Blues Bar 42141.txt,whisper,And the BusinessQL schools. Thick tobacco smoke drifting low in the blues bar. The audience lost. And the Gosh,Colin Shaddick & Roger Nicholls - Smoke In The Blues Bar 42141.txt,19,0.0,False
55124,Le roé,Alaclair Ensemble,Hip-Hop,data\fma_small\fma_small\055\055124.mp3,data\lyrics\Alaclair Ensemble - Le roé _55124_.txt,genius,,,0,1.0,False
58053,Metallic Fruit,Trance And The Arcade,Experimental,data\fma_small\fma_small\058\058053.mp3,data\whisper_transcriptions\Trance And The Arcade - Metallic Fruit 58053.txt,whisper,,,0,1.0,False
67121,#3,A Banda de Joseph Tourton,Rock,data\fma_small\fma_small\067\067121.mp3,data\whisper_transcriptions\A Banda de Joseph Tourton - #3 67121.txt,whisper,,,0,1.0,False
36799,Tanah,Rully Shabara & Wukir,Experimental,data\fma_small\fma_small\036\036799.mp3,data\whisper_transcriptions\Rully Shabara & Wukir - Tanah 36799.txt,whisper,,,0,1.0,False
72058,Glory And Fame (Edited),David Rovics,Folk,data\fma_small\fma_small\072\072058.mp3,data\lyrics\David Rovics - Glory And Fame _72058_.txt,genius,,,0,1.0,False
46717,three lullabies 3,Eva-Maria Houben,Experimental,data\fma_small\fma_small\046\046717.mp3,data\whisper_transcriptions\Eva-Maria Houben - three lullabies 3 46717.txt,whisper,,,0,1.0,False
3832,Bedoin Song,Lior,Folk,data\fma_small\fma_small\003\003832.mp3,data\lyrics\Lior - Bedoin Song _3832_.txt,genius,,,0,1.0,False
57440,Fleas Or Radioactive Pop Smear,The Yes Sirs,Experimental,data\fma_small\fma_small\057\057440.mp3,data\whisper_transcriptions\The Yes Sirs - Fleas Or Radioactive Pop Smear 57440.txt,whisper,,,0,1.0,False
69768,Tiny hands,Plusplus,Folk,data\fma_small\fma_small\069\069768.mp3,data\whisper_transcriptions\Plusplus - Tiny hands 69768.txt,whisper,,,0,1.0,False
20818,03 The Wedding Ring,Harrius,Experimental,data\fma_small\fma_small\020\020818.mp3,data\whisper_transcriptions\Harrius - 03 The Wedding Ring 20818.txt,whisper,,,0,1.0,False
107579,Abiding,Kelly Latimore,Folk,data\fma_small\fma_small\107\107579.mp3,data\whisper_transcriptions\Kelly Latimore - Abiding 107579.txt,whisper,,,0,1.0,False
44354,British Steam,Graham Dunning,Experimental,data\fma_small\fma_small\044\044354.mp3,data\whisper_transcriptions\Graham Dunning - British Steam 44354.txt,whisper,,,0,1.0,False
114040,Whatever You Want (Feat. Crystal Tokyo),Aviscerall,Hip-Hop,data\fma_small\fma_small\114\114040.mp3,data\whisper_transcriptions\Aviscerall - Whatever You Want (Feat. Crystal Tokyo) 114040.txt,whisper,,,0,1.0,False
122003,No Brainium in de Cranium,Bret Harold Hart,Experimental,data\fma_small\fma_small\122\122003.mp3,data\whisper_transcriptions\Bret Harold Hart - No Brainium in de Cranium 122003.txt,whisper,,,0,1.0,False
47895,Malta,Superhumanoids,Pop,data\fma_small\fma_small\047\047895.mp3,data\lyrics\Superhumanoids - Malta _47895_.txt,genius,,,0,1.0,False
125237,Teo,Derek Baron,Experimental,data\fma_small\fma_small\125\125237.mp3,data\lyrics\Derek Baron - Teo _125237_.txt,genius,,,0,1.0,False
144544,Holy Dust (Acoustic),Wildlight,Folk,data\fma_small\fma_small\144\144544.mp3,data\lyrics\Wildlight - Holy Dust _144544_.txt,genius,,,0,1.0,False
29271,Discount Store,Dan Bryk,Pop,data\fma_small\fma_small\029\029271.mp3,data\lyrics\Dan Bryk - Discount Store _29271_.txt,genius,,,0,1.0,False
105716,Beast,Sam Moss,Folk,data\fma_small\fma_small\105\105716.mp3,data\lyrics\Sam Moss - Beast _105716_.txt,genius,,,0,1.0,False
137561,Voices,Luca Forcucci,Experimental,data\fma_small\fma_small\137\137561.mp3,data\whisper_transcriptions\Luca Forcucci - Voices 137561.txt,whisper,,,0,1.0,False
123968,Michael Van Allen,BenJamin Banger,Hip-Hop,data\fma_small\fma_small\123\123968.mp3,data\lyrics\BenJamin Banger - Michael Van Allen _123968_.txt,genius,,,0,1.0,False
126406,Noodie,Shy Kids,Pop,data\fma_small\fma_small\126\126406.mp3,data\lyrics\Shy Kids - Noodie _126406_.txt,genius,,,0,1.0,False
150018,Eldridge Cleaver,Urs Graf Consort,Pop,data\fma_small\fma_small\150\150018.mp3,data\whisper_transcriptions\Urs Graf Consort - Eldridge Cleaver 150018.txt,whisper,,,0,1.0,False
6406,The Hungry Stones,MV + EE,Folk,data\fma_small\fma_small\006\006406.mp3,data\whisper_transcriptions\MV + EE - The Hungry Stones 6406.txt,whisper,"On the surface of the halloween stones Full of running waters and the rising times Emotional lasers, new faces",MV + EE - The Hungry Stones 6406.txt,19,0.0,False
119579,"A. And Now! More News, Debate, And Let's Not Forget Their Opinions / B. Commercial Break",Nicholas Smith,Experimental,data\fma_small\fma_small\119\119579.mp3,,,,,0,1.0,False
119369,calm,Erick Gallun,Experimental,data\fma_small\fma_small\119\119369.mp3,data\whisper_transcriptions\Erick Gallun - calm 119369.txt,whisper,,,0,1.0,False
97980,Back To Break Bread (Instrumental),Deadly Combo,Hip-Hop,data\fma_small\fma_small\097\097980.mp3,data\whisper_transcriptions\Deadly Combo - Back To Break Bread (Instrumental) 97980.txt,whisper,,,0,1.0,False
128825,Nephew Playing Happy Wheels,Lezet,Experimental,data\fma_small\fma_small\128\128825.mp3,data\whisper_transcriptions\Lezet - Nephew Playing Happy Wheels 128825.txt,whisper,By me H доi I am gonna be ready Never leave me! Never leave me!,Lezet - Nephew Playing Happy Wheels 128825.txt,15,0.031746031746031744,False
68875,The New American Hymnal for Post-Apocalyptic Memorials and Celebrations part 1,A. P. Vague,Experimental,data\fma_small\fma_small\068\068875.mp3,data\whisper_transcriptions\A. P. Vague - The New American Hymnal for Post-Apocalyptic Memorials and Celebrations part 1 68875.txt,whisper,,,0,1.0,False
115766,The Call of the Polar Star,Zoliborz,Rock,data\fma_small\fma_small\115\115766.mp3,data\whisper_transcriptions\Zoliborz - The Call of the Polar Star 115766.txt,whisper,,,0,1.0,False
126400,Terminally in Love With You,Shy Kids,Pop,data\fma_small\fma_small\126\126400.mp3,data\lyrics\Shy Kids - Terminally in Love With You _126400_.txt,genius,,,0,1.0,False
123979,Moments,BenJamin Banger,Hip-Hop,data\fma_small\fma_small\123\123979.mp3,data\whisper_transcriptions\BenJamin Banger - Moments 123979.txt,whisper,,,0,1.0,False
119027,How Do I Say Goodbye To Myself,Change!,Experimental,data\fma_small\fma_small\119\119027.mp3,data\whisper_transcriptions\Change! - How Do I Say Goodbye To Myself 119027.txt,whisper,,,0,1.0,False
121570,Japanese Vacation,Spider Bags,Rock,data\fma_small\fma_small\121\121570.mp3,data\lyrics\Spider Bags - Japanese Vacation _121570_.txt,genius,,,0,1.0,False
67829,Shaking Boombah,krackatoa,Experimental,data\fma_small\fma_small\067\067829.mp3,data\whisper_transcriptions\krackatoa - Shaking Boombah 67829.txt,whisper,"Love Turtle Cha volume more box, and the others are loved.",krackatoa - Shaking Boombah 67829.txt,11,0.0,False
51114,Wack,Bob Ostertag,Experimental,data\fma_small\fma_small\051\051114.mp3,data\whisper_transcriptions\Bob Ostertag - Wack 51114.txt,whisper,,,0,1.0,False
102114,Sound Mind,Alexei Borisov and Anton Mobin,Experimental,data\fma_small\fma_small\102\102114.mp3,data\whisper_transcriptions\Alexei Borisov and Anton Mobin - Sound Mind 102114.txt,whisper,,,0,1.0,False
128882,"New Year, New Beginning",Squire Tuck,Experimental,data\fma_small\fma_small\128\128882.mp3,"data\whisper_transcriptions\Squire Tuck - New Year, New Beginning 128882.txt",whisper,,,0,1.0,False
72146,180211,Justice Yeldham,Experimental,data\fma_small\fma_small\072\072146.mp3,data\whisper_transcriptions\Justice Yeldham - 180211 72146.txt,whisper,,,0,1.0,False
68861,Mississippi Sawyer,Howie & Ann Mitchell,Folk,data\fma_small\fma_small\068\068861.mp3,data\whisper_transcriptions\Howie & Ann Mitchell - Mississippi Sawyer 68861.txt,whisper,,,0,1.0,False
110634,No Pilot,Eidetic Seeing,Rock,data\fma_small\fma_small\110\110634.mp3,data\whisper_transcriptions\Eidetic Seeing - No Pilot 110634.txt,whisper,,,0,1.0,False
83717,Ninety Six,Cullah,Hip-Hop,data\fma_small\fma_small\083\083717.mp3,data\lyrics\Cullah - Ninety Six _83717_.txt,genius,,,0,1.0,False
87324,Harmony To My Heartbeat,Sally Seltmann,Pop,data\fma_small\fma_small\087\087324.mp3,data\lyrics\Sally Seltmann - Harmony To My Heartbeat _87324_.txt,genius,,,0,1.0,False
121319,the monorail,Coin Locker Kid,Hip-Hop,data\fma_small\fma_small\121\121319.mp3,data\lyrics\Coin Locker Kid - the monorail _121319_.txt,genius,,,0,1.0,False
129092,Beach Boogie,The Vivisectors,Rock,data\fma_small\fma_small\129\129092.mp3,data\whisper_transcriptions\The Vivisectors - Beach Boogie 129092.txt,whisper,,,0,1.0,False
9152,1991,dj smallcock,Experimental,data\fma_small\fma_small\009\009152.mp3,data\whisper_transcriptions\dj smallcock - 1991 9152.txt,whisper,,,0,1.0,False
51918,Crippled Inside (John Lennon cover),Green Like July,Folk,data\fma_small\fma_small\051\051918.mp3,data\lyrics\Green Like July - Crippled Inside _51918_.txt,genius,,,0,1.0,False
12049,"On a Sunday, Years After",Big Blood,Folk,data\fma_small\fma_small\012\012049.mp3,"data\whisper_transcriptions\Big Blood - On a Sunday, Years After 12049.txt",whisper,,,0,1.0,False
88875,But It Did (No Vocals),Josh Woodward,Folk,data\fma_small\fma_small\088\088875.mp3,data\lyrics\Josh Woodward - But It Did _88875_.txt,genius,,,0,1.0,False
86415,From the Bottom (Soundtrack Edit),The Impossebulls,Hip-Hop,data\fma_small\fma_small\086\086415.mp3,data\whisper_transcriptions\The Impossebulls - From the Bottom (Soundtrack Edit) 86415.txt,whisper,"Cut, thinking they'll get closer to things they think they want.",The Impossebulls - From the Bottom (Soundtrack Edit) 86415.txt,11,0.0,False
54664,La Tristeza,Monday Night Fever,Pop,data\fma_small\fma_small\054\054664.mp3,data\whisper_transcriptions\Monday Night Fever - La Tristeza 54664.txt,whisper,,,0,1.0,False
71371,Good Times,Black Bones,Rock,data\fma_small\fma_small\071\071371.mp3,data\whisper_transcriptions\Black Bones - Good Times 71371.txt,whisper,,,0,1.0,False
37779,Carroussel,La Rainbow Toy Orchestra,Experimental,data\fma_small\fma_small\037\037779.mp3,data\whisper_transcriptions\La Rainbow Toy Orchestra - Carroussel 37779.txt,whisper,,,0,1.0,False
60476,Perfect Tomorrow,Mokhov,Hip-Hop,data\fma_small\fma_small\060\060476.mp3,data\whisper_transcriptions\Mokhov - Perfect Tomorrow 60476.txt,whisper,,,0,1.0,False
99439,Light Shines,Atlantic Thrills,Rock,data\fma_small\fma_small\099\099439.mp3,data\whisper_transcriptions\Atlantic Thrills - Light Shines 99439.txt,whisper,,,0,1.0,False
4777,Firecracker,Half Japanese,Rock,data\fma_small\fma_small\004\004777.mp3,data\lyrics\Half Japanese - Firecracker _4777_.txt,genius,,,0,1.0,False
126402,Baldwin,Shy Kids,Pop,data\fma_small\fma_small\126\126402.mp3,data\lyrics\Shy Kids - Baldwin _126402_.txt,genius,,,0,1.0,False
128477,GO!GO!GO!,Emerald Park,Pop,data\fma_small\fma_small\128\128477.mp3,data\lyrics\Emerald Park - GO_GO_GO_ _128477_.txt,genius,,,0,1.0,False
51267,Thinking Of You,Teeel,Pop,data\fma_small\fma_small\051\051267.mp3,data\whisper_transcriptions\Teeel - Thinking Of You 51267.txt,whisper,,,0,1.0,False
40903,The Devil is a Sad Spirit,James Beaudreau,Rock,data\fma_small\fma_small\040\040903.mp3,data\whisper_transcriptions\James Beaudreau - The Devil is a Sad Spirit 40903.txt,whisper,,,0,1.0,False
112734,Summoning,Is,Rock,data\fma_small\fma_small\112\112734.mp3,data\lyrics\Is - Summoning _112734_.txt,genius,,,0,1.0,False
104668,Undone,BIG BUG,Rock,data\fma_small\fma_small\104\104668.mp3,data\lyrics\BIG BUG - Undone _104668_.txt,genius,,,0,1.0,False
62749,Heartbreaker,Jahzzar,Pop,data\fma_small\fma_small\062\062749.mp3,data\lyrics\Jahzzar - Heartbreaker _62749_.txt,genius,,,0,1.0,False
207,Piano 3,Ed Askew,Folk,data\fma_small\fma_small\000\000207.mp3,data\whisper_transcriptions\Ed Askew - Piano 3 207.txt,whisper,,,0,1.0,False
77523,Mystery Aircraft Lost in Fog over California Canyons / Holy the Stock Market filled with the millions!,The Fucked Up Beat,Experimental,data\fma_small\fma_small\077\077523.mp3,,,,,0,1.0,False
32337,I Invented Everything,Plushgoolash,Pop,data\fma_small\fma_small\032\032337.mp3,data\whisper_transcriptions\Plushgoolash - I Invented Everything 32337.txt,whisper,Maybe wasps. I'd like some oil inside my head.,Plushgoolash - I Invented Everything 32337.txt,9,0.0,False
41192,Storms That Breed,Weyes Blood,Folk,data\fma_small\fma_small\041\041192.mp3,data\lyrics\Weyes Blood - Storms That Breed _41192_.txt,genius,,,0,1.0,False
63999,Brute,Gosprom,Pop,data\fma_small\fma_small\063\063999.mp3,data\whisper_transcriptions\Gosprom - Brute 63999.txt,whisper,,,0,1.0,False
105717,Hammer,Sam Moss,Folk,data\fma_small\fma_small\105\105717.mp3,data\lyrics\Sam Moss - Hammer _105717_.txt,genius,,,0,1.0,False
49857,After you,My Bubba & Mi,Folk,data\fma_small\fma_small\049\049857.mp3,data\whisper_transcriptions\My Bubba & Mi - After you 49857.txt,whisper,I can feel it beating under the sheet,My Bubba & Mi - After you 49857.txt,8,0.0,False
70426,Candy City,Supercute,Pop,data\fma_small\fma_small\070\070426.mp3,data\lyrics\Supercute - Candy City _70426_.txt,genius,,,0,1.0,False
108489,Schooner,Sun Sunych,Hip-Hop,data\fma_small\fma_small\108\108489.mp3,data\whisper_transcriptions\Sun Sunych - Schooner 108489.txt,whisper,,,0,1.0,False
104065,Despreocupar,Boogarins,Pop,data\fma_small\fma_small\104\104065.mp3,data\lyrics\Boogarins - Despreocupar _104065_.txt,genius,,,0,1.0,False
64863,En Route (ou Enfin! Le Défilé Capsule de Temps va au Centre de Contrôle),Monroeville Music Center,Experimental,data\fma_small\fma_small\064\064863.mp3,data\whisper_transcriptions\Monroeville Music Center - En Route (ou Enfin! Le Défilé Capsule de Temps va au Centre de Contrôle) 64863.txt,whisper,,,0,1.0,False
67331,Diver,Drama for Yamaha,Pop,data\fma_small\fma_small\067\067331.mp3,data\whisper_transcriptions\Drama for Yamaha - Diver 67331.txt,whisper,,,0,1.0,False
33459,Cherry Cherry,Unrest,Rock,data\fma_small\fma_small\033\033459.mp3,data\lyrics\Unrest - Cherry Cherry _33459_.txt,genius,,,0,1.0,False
72789,Epilogue By Lloyd 'June' Bryan,Tha Silent Partner,Hip-Hop,data\fma_small\fma_small\072\072789.mp3,data\whisper_transcriptions\Tha Silent Partner - Epilogue By Lloyd 'June' Bryan 72789.txt,whisper,,,0,1.0,False
132781,Bosa Nova,Gardenella,Pop,data\fma_small\fma_small\132\132781.mp3,data\whisper_transcriptions\Gardenella - Bosa Nova 132781.txt,whisper,,,0,1.0,False
17344,Falafel Western,No Nature,Pop,data\fma_small\fma_small\017\017344.mp3,data\whisper_transcriptions\No Nature - Falafel Western 17344.txt,whisper,Y пишει Y furious Ch interessant Y 제발 Yhe da Y Verkehr and and,No Nature - Falafel Western 17344.txt,12,0.11290322580645161,False
92885,Cloud Poems,The Fucked Up Beat,Experimental,data\fma_small\fma_small\092\092885.mp3,data\whisper_transcriptions\The Fucked Up Beat - Cloud Poems 92885.txt,whisper,,,0,1.0,False
3534,Cosmic Sing-a-long,Cryptacize,Pop,data\fma_small\fma_small\003\003534.mp3,data\lyrics\Cryptacize - Cosmic Sing-a-long _3534_.txt,genius,,,0,1.0,False
98623,Dust at the Heel of Horror,KINGS OF THE CITY,Hip-Hop,data\fma_small\fma_small\098\098623.mp3,data\lyrics\KINGS OF THE CITY - Dust at the Heel of Horror _98623_.txt,genius,,,0,1.0,False
131900,In The Sun,David Szesztay,Folk,data\fma_small\fma_small\131\131900.mp3,data\whisper_transcriptions\David Szesztay - In The Sun 131900.txt,whisper,,,0,1.0,False
200,Baby Come Home,Ed Askew,Folk,data\fma_small\fma_small\000\000200.mp3,data\lyrics\Ed Askew - Baby Come Home _200_.txt,genius,,,0,1.0,False
57819,Floss Suffers From Gamma Radiation,Blue Ducks,Hip-Hop,data\fma_small\fma_small\057\057819.mp3,data\whisper_transcriptions\Blue Ducks - Floss Suffers From Gamma Radiation 57819.txt,whisper,,,0,1.0,False
615,"Immaterial, side A",EKG,Experimental,data\fma_small\fma_small\000\000615.mp3,"data\whisper_transcriptions\EKG - Immaterial, side A 615.txt",whisper,,,0,1.0,False
