track_id,audio_path,status,decoder,reason
64519,data\fma_small\fma_small\064\064519.mp3,ok,audioread,
16155,data\fma_small\fma_small\016\016155.mp3,ok,audioread,
65755,data\fma_small\fma_small\065\065755.mp3,ok,audioread,
130954,data\fma_small\fma_small\130\130954.mp3,ok,audioread,
13748,data\fma_small\fma_small\013\013748.mp3,ok,audioread,
69824,data\fma_small\fma_small\069\069824.mp3,ok,audioread,
54034,data\fma_small\fma_small\054\054034.mp3,ok,audioread,
86761,data\fma_small\fma_small\086\086761.mp3,ok,audioread,
131773,data\fma_small\fma_small\131\131773.mp3,ok,audioread,
142552,data\fma_small\fma_small\142\142552.mp3,ok,audioread,
61734,data\fma_small\fma_small\061\061734.mp3,ok,audioread,
129997,data\fma_small\fma_small\129\129997.mp3,ok,audioread,
114265,data\fma_small\fma_small\114\114265.mp3,ok,audioread,
106937,data\fma_small\fma_small\106\106937.mp3,ok,audioread,
24912,data\fma_small\fma_small\024\024912.mp3,ok,audioread,
43843,data\fma_small\fma_small\043\043843.mp3,ok,audioread,
125185,data\fma_small\fma_small\125\125185.mp3,ok,audioread,
694,data\fma_small\fma_small\000\000694.mp3,ok,audioread,
45523,data\fma_small\fma_small\045\045523.mp3,ok,audioread,
32331,data\fma_small\fma_small\032\032331.mp3,ok,audioread,
2099,data\fma_small\fma_small\002\002099.mp3,ok,audioread,
11818,data\fma_small\fma_small\011\011818.mp3,ok,audioread,
96728,data\fma_small\fma_small\096\096728.mp3,ok,audioread,
52500,data\fma_small\fma_small\052\052500.mp3,ok,audioread,
91958,data\fma_small\fma_small\091\091958.mp3,ok,audioread,
127285,data\fma_small\fma_small\127\127285.mp3,ok,audioread,
29746,data\fma_small\fma_small\029\029746.mp3,ok,audioread,
108297,data\fma_small\fma_small\108\108297.mp3,ok,audioread,
42141,data\fma_small\fma_small\042\042141.mp3,ok,audioread,
55124,data\fma_small\fma_small\055\055124.mp3,ok,audioread,
58053,data\fma_small\fma_small\058\058053.mp3,ok,audioread,
1270,data\fma_small\fma_small\001\001270.mp3,ok,audioread,
67121,data\fma_small\fma_small\067\067121.mp3,ok,audioread,
36799,data\fma_small\fma_small\036\036799.mp3,ok,audioread,
72058,data\fma_small\fma_small\072\072058.mp3,ok,audioread,
46717,data\fma_small\fma_small\046\046717.mp3,ok,audioread,
3832,data\fma_small\fma_small\003\003832.mp3,ok,audioread,
142528,data\fma_small\fma_small\142\142528.mp3,ok,audioread,
67366,data\fma_small\fma_small\067\067366.mp3,ok,audioread,
57440,data\fma_small\fma_small\057\057440.mp3,ok,audioread,
61591,data\fma_small\fma_small\061\061591.mp3,ok,audioread,
137898,data\fma_small\fma_small\137\137898.mp3,ok,audioread,
113357,data\fma_small\fma_small\113\113357.mp3,ok,audioread,
69768,data\fma_small\fma_small\069\069768.mp3,ok,audioread,
20818,data\fma_small\fma_small\020\020818.mp3,ok,audioread,
142086,data\fma_small\fma_small\142\142086.mp3,ok,audioread,
107579,data\fma_small\fma_small\107\107579.mp3,ok,audioread,
44354,data\fma_small\fma_small\044\044354.mp3,ok,audioread,
114040,data\fma_small\fma_small\114\114040.mp3,ok,audioread,
131764,data\fma_small\fma_small\131\131764.mp3,ok,audioread,
122003,data\fma_small\fma_small\122\122003.mp3,ok,audioread,
47895,data\fma_small\fma_small\047\047895.mp3,ok,audioread,
46840,data\fma_small\fma_small\046\046840.mp3,ok,audioread,
125237,data\fma_small\fma_small\125\125237.mp3,ok,audioread,
144544,data\fma_small\fma_small\144\144544.mp3,ok,audioread,
74370,data\fma_small\fma_small\074\074370.mp3,ok,audioread,
29271,data\fma_small\fma_small\029\029271.mp3,ok,audioread,
105716,data\fma_small\fma_small\105\105716.mp3,ok,audioread,
137561,data\fma_small\fma_small\137\137561.mp3,ok,audioread,
59876,data\fma_small\fma_small\059\059876.mp3,ok,audioread,
123968,data\fma_small\fma_small\123\123968.mp3,ok,audioread,
126406,data\fma_small\fma_small\126\126406.mp3,ok,audioread,
1427,data\fma_small\fma_small\001\001427.mp3,ok,audioread,
125189,data\fma_small\fma_small\125\125189.mp3,ok,audioread,
150018,data\fma_small\fma_small\150\150018.mp3,ok,audioread,
113031,data\fma_small\fma_small\113\113031.mp3,ok,audioread,
6406,data\fma_small\fma_small\006\006406.mp3,ok,audioread,
119579,data\fma_small\fma_small\119\119579.mp3,ok,audioread,
119369,data\fma_small\fma_small\119\119369.mp3,ok,audioread,
97980,data\fma_small\fma_small\097\097980.mp3,ok,audioread,
127205,data\fma_small\fma_small\127\127205.mp3,ok,audioread,
134509,data\fma_small\fma_small\134\134509.mp3,ok,audioread,
128825,data\fma_small\fma_small\128\128825.mp3,ok,audioread,
68875,data\fma_small\fma_small\068\068875.mp3,ok,audioread,
115766,data\fma_small\fma_small\115\115766.mp3,ok,audioread,
122355,data\fma_small\fma_small\122\122355.mp3,ok,audioread,
126400,data\fma_small\fma_small\126\126400.mp3,ok,audioread,
123979,data\fma_small\fma_small\123\123979.mp3,ok,audioread,
119027,data\fma_small\fma_small\119\119027.mp3,ok,audioread,
28692,data\fma_small\fma_small\028\028692.mp3,ok,audioread,
112588,data\fma_small\fma_small\112\112588.mp3,ok,audioread,
100478,data\fma_small\fma_small\100\100478.mp3,ok,audioread,
121570,data\fma_small\fma_small\121\121570.mp3,ok,audioread,
67829,data\fma_small\fma_small\067\067829.mp3,ok,audioread,
31392,data\fma_small\fma_small\031\031392.mp3,ok,audioread,
73172,data\fma_small\fma_small\073\073172.mp3,ok,audioread,
51114,data\fma_small\fma_small\051\051114.mp3,ok,audioread,
102114,data\fma_small\fma_small\102\102114.mp3,ok,audioread,
123438,data\fma_small\fma_small\123\123438.mp3,ok,audioread,
128882,data\fma_small\fma_small\128\128882.mp3,ok,audioread,
13735,data\fma_small\fma_small\013\013735.mp3,ok,audioread,
72146,data\fma_small\fma_small\072\072146.mp3,ok,audioread,
68861,data\fma_small\fma_small\068\068861.mp3,ok,audioread,
113512,data\fma_small\fma_small\113\113512.mp3,ok,audioread,
12484,data\fma_small\fma_small\012\012484.mp3,ok,audioread,
110634,data\fma_small\fma_small\110\110634.mp3,ok,audioread,
83717,data\fma_small\fma_small\083\083717.mp3,ok,audioread,
48865,data\fma_small\fma_small\048\048865.mp3,ok,audioread,
87324,data\fma_small\fma_small\087\087324.mp3,ok,audioread,
121319,data\fma_small\fma_small\121\121319.mp3,ok,audioread,
129092,data\fma_small\fma_small\129\129092.mp3,ok,audioread,
9152,data\fma_small\fma_small\009\009152.mp3,ok,audioread,
51918,data\fma_small\fma_small\051\051918.mp3,ok,audioread,
12049,data\fma_small\fma_small\012\012049.mp3,ok,audioread,
75378,data\fma_small\fma_small\075\075378.mp3,ok,audioread,
88875,data\fma_small\fma_small\088\088875.mp3,ok,audioread,
86415,data\fma_small\fma_small\086\086415.mp3,ok,audioread,
57938,data\fma_small\fma_small\057\057938.mp3,ok,audioread,
54664,data\fma_small\fma_small\054\054664.mp3,ok,audioread,
71371,data\fma_small\fma_small\071\071371.mp3,ok,audioread,
69823,data\fma_small\fma_small\069\069823.mp3,ok,audioread,
37779,data\fma_small\fma_small\037\037779.mp3,ok,audioread,
60476,data\fma_small\fma_small\060\060476.mp3,ok,audioread,
99439,data\fma_small\fma_small\099\099439.mp3,ok,audioread,
4777,data\fma_small\fma_small\004\004777.mp3,ok,audioread,
126402,data\fma_small\fma_small\126\126402.mp3,ok,audioread,
126491,data\fma_small\fma_small\126\126491.mp3,ok,audioread,
128477,data\fma_small\fma_small\128\128477.mp3,ok,audioread,
51267,data\fma_small\fma_small\051\051267.mp3,ok,audioread,
40903,data\fma_small\fma_small\040\040903.mp3,ok,audioread,
112734,data\fma_small\fma_small\112\112734.mp3,ok,audioread,
104668,data\fma_small\fma_small\104\104668.mp3,ok,audioread,
131452,data\fma_small\fma_small\131\131452.mp3,ok,audioread,
62749,data\fma_small\fma_small\062\062749.mp3,ok,audioread,
207,data\fma_small\fma_small\000\000207.mp3,ok,audioread,
129914,data\fma_small\fma_small\129\129914.mp3,ok,audioread,
77523,data\fma_small\fma_small\077\077523.mp3,ok,audioread,
47865,data\fma_small\fma_small\047\047865.mp3,ok,audioread,
11868,data\fma_small\fma_small\011\011868.mp3,ok,audioread,
32337,data\fma_small\fma_small\032\032337.mp3,ok,audioread,
3598,data\fma_small\fma_small\003\003598.mp3,ok,audioread,
41192,data\fma_small\fma_small\041\041192.mp3,ok,audioread,
75784,data\fma_small\fma_small\075\075784.mp3,ok,audioread,
63999,data\fma_small\fma_small\063\063999.mp3,ok,audioread,
105717,data\fma_small\fma_small\105\105717.mp3,ok,audioread,
126778,data\fma_small\fma_small\126\126778.mp3,ok,audioread,
49857,data\fma_small\fma_small\049\049857.mp3,ok,audioread,
70426,data\fma_small\fma_small\070\070426.mp3,ok,audioread,
145780,data\fma_small\fma_small\145\145780.mp3,ok,audioread,
108489,data\fma_small\fma_small\108\108489.mp3,ok,audioread,
39665,data\fma_small\fma_small\039\039665.mp3,ok,audioread,
104065,data\fma_small\fma_small\104\104065.mp3,ok,audioread,
13929,data\fma_small\fma_small\013\013929.mp3,ok,audioread,
64863,data\fma_small\fma_small\064\064863.mp3,ok,audioread,
67331,data\fma_small\fma_small\067\067331.mp3,ok,audioread,
33459,data\fma_small\fma_small\033\033459.mp3,ok,audioread,
72789,data\fma_small\fma_small\072\072789.mp3,ok,audioread,
153383,data\fma_small\fma_small\153\153383.mp3,ok,audioread,
132781,data\fma_small\fma_small\132\132781.mp3,ok,audioread,
17344,data\fma_small\fma_small\017\017344.mp3,ok,audioread,
92885,data\fma_small\fma_small\092\092885.mp3,ok,audioread,
3534,data\fma_small\fma_small\003\003534.mp3,ok,audioread,
98623,data\fma_small\fma_small\098\098623.mp3,ok,audioread,
131900,data\fma_small\fma_small\131\131900.mp3,ok,audioread,
10682,data\fma_small\fma_small\010\010682.mp3,ok,audioread,
71722,data\fma_small\fma_small\071\071722.mp3,ok,audioread,
147267,data\fma_small\fma_small\147\147267.mp3,ok,audioread,
200,data\fma_small\fma_small\000\000200.mp3,ok,audioread,
190,data\fma_small\fma_small\000\000190.mp3,ok,audioread,
71372,data\fma_small\fma_small\071\071372.mp3,ok,audioread,
57819,data\fma_small\fma_small\057\057819.mp3,ok,audioread,
615,data\fma_small\fma_small\000\000615.mp3,ok,audioread,
120188,data\fma_small\fma_small\120\120188.mp3,ok,audioread,
3921,data\fma_small\fma_small\003\003921.mp3,ok,audioread,
126944,data\fma_small\fma_small\126\126944.mp3,ok,audioread,
111747,data\fma_small\fma_small\111\111747.mp3,ok,audioread,
135044,data\fma_small\fma_small\135\135044.mp3,ok,audioread,
75420,data\fma_small\fma_small\075\075420.mp3,ok,audioread,
11951,data\fma_small\fma_small\011\011951.mp3,ok,audioread,
96695,data\fma_small\fma_small\096\096695.mp3,ok,audioread,
97887,data\fma_small\fma_small\097\097887.mp3,ok,audioread,
149099,data\fma_small\fma_small\149\149099.mp3,ok,audioread,
11790,data\fma_small\fma_small\011\011790.mp3,ok,audioread,
127271,data\fma_small\fma_small\127\127271.mp3,ok,audioread,
1924,data\fma_small\fma_small\001\001924.mp3,ok,audioread,
64093,data\fma_small\fma_small\064\064093.mp3,ok,audioread,
125002,data\fma_small\fma_small\125\125002.mp3,ok,audioread,
118257,data\fma_small\fma_small\118\118257.mp3,ok,audioread,
145005,data\fma_small\fma_small\145\145005.mp3,ok,audioread,
44802,data\fma_small\fma_small\044\044802.mp3,ok,audioread,
110264,data\fma_small\fma_small\110\110264.mp3,ok,audioread,
121323,data\fma_small\fma_small\121\121323.mp3,ok,audioread,
129683,data\fma_small\fma_small\129\129683.mp3,ok,audioread,
146727,data\fma_small\fma_small\146\146727.mp3,ok,audioread,
145606,data\fma_small\fma_small\145\145606.mp3,ok,audioread,
66535,data\fma_small\fma_small\066\066535.mp3,ok,audioread,
148303,data\fma_small\fma_small\148\148303.mp3,ok,audioread,
129972,data\fma_small\fma_small\129\129972.mp3,ok,audioread,
85952,data\fma_small\fma_small\085\085952.mp3,ok,audioread,
11299,data\fma_small\fma_small\011\011299.mp3,ok,audioread,
55097,data\fma_small\fma_small\055\055097.mp3,ok,audioread,
144170,data\fma_small\fma_small\144\144170.mp3,ok,audioread,
79087,data\fma_small\fma_small\079\079087.mp3,ok,audioread,
38961,data\fma_small\fma_small\038\038961.mp3,ok,audioread,
137605,data\fma_small\fma_small\137\137605.mp3,ok,audioread,
70425,data\fma_small\fma_small\070\070425.mp3,ok,audioread,
116874,data\fma_small\fma_small\116\116874.mp3,ok,audioread,
141972,data\fma_small\fma_small\141\141972.mp3,ok,audioread,
92872,data\fma_small\fma_small\092\092872.mp3,ok,audioread,
33050,data\fma_small\fma_small\033\033050.mp3,ok,audioread,
64556,data\fma_small\fma_small\064\064556.mp3,ok,audioread,
81362,data\fma_small\fma_small\081\081362.mp3,ok,audioread,
135342,data\fma_small\fma_small\135\135342.mp3,ok,audioread,
146150,data\fma_small\fma_small\146\146150.mp3,ok,audioread,
44918,data\fma_small\fma_small\044\044918.mp3,ok,audioread,
20296,data\fma_small\fma_small\020\020296.mp3,ok,audioread,
90591,data\fma_small\fma_small\090\090591.mp3,ok,audioread,
78845,data\fma_small\fma_small\078\078845.mp3,ok,audioread,
71245,data\fma_small\fma_small\071\071245.mp3,ok,audioread,
64252,data\fma_small\fma_small\064\064252.mp3,ok,audioread,
40229,data\fma_small\fma_small\040\040229.mp3,ok,audioread,
119942,data\fma_small\fma_small\119\119942.mp3,ok,audioread,
47197,data\fma_small\fma_small\047\047197.mp3,ok,audioread,
13670,data\fma_small\fma_small\013\013670.mp3,ok,audioread,
58213,data\fma_small\fma_small\058\058213.mp3,ok,audioread,
4688,data\fma_small\fma_small\004\004688.mp3,ok,audioread,
143220,data\fma_small\fma_small\143\143220.mp3,ok,audioread,
48269,data\fma_small\fma_small\048\048269.mp3,ok,audioread,
48457,data\fma_small\fma_small\048\048457.mp3,ok,audioread,
11504,data\fma_small\fma_small\011\011504.mp3,ok,audioread,
84009,data\fma_small\fma_small\084\084009.mp3,ok,audioread,
137567,data\fma_small\fma_small\137\137567.mp3,ok,audioread,
6679,data\fma_small\fma_small\006\006679.mp3,ok,audioread,
145704,data\fma_small\fma_small\145\145704.mp3,ok,audioread,
117887,data\fma_small\fma_small\117\117887.mp3,ok,audioread,
79977,data\fma_small\fma_small\079\079977.mp3,ok,audioread,
108969,data\fma_small\fma_small\108\108969.mp3,ok,audioread,
118891,data\fma_small\fma_small\118\118891.mp3,ok,audioread,
85692,data\fma_small\fma_small\085\085692.mp3,ok,audioread,
109975,data\fma_small\fma_small\109\109975.mp3,ok,audioread,
75745,data\fma_small\fma_small\075\075745.mp3,ok,audioread,
85427,data\fma_small\fma_small\085\085427.mp3,ok,audioread,
96699,data\fma_small\fma_small\096\096699.mp3,ok,audioread,
62753,data\fma_small\fma_small\062\062753.mp3,ok,audioread,
98077,data\fma_small\fma_small\098\098077.mp3,ok,audioread,
95912,data\fma_small\fma_small\095\095912.mp3,ok,audioread,
123439,data\fma_small\fma_small\123\123439.mp3,ok,audioread,
68840,data\fma_small\fma_small\068\068840.mp3,ok,audioread,
36615,data\fma_small\fma_small\036\036615.mp3,ok,audioread,
52859,data\fma_small\fma_small\052\052859.mp3,ok,audioread,
79973,data\fma_small\fma_small\079\079973.mp3,ok,audioread,
51291,data\fma_small\fma_small\051\051291.mp3,ok,audioread,
122685,data\fma_small\fma_small\122\122685.mp3,ok,audioread,
129918,data\fma_small\fma_small\129\129918.mp3,ok,audioread,
145554,data\fma_small\fma_small\145\145554.mp3,ok,audioread,
129052,data\fma_small\fma_small\129\129052.mp3,ok,audioread,
29587,data\fma_small\fma_small\029\029587.mp3,ok,audioread,
67763,data\fma_small\fma_small\067\067763.mp3,ok,audioread,
38886,data\fma_small\fma_small\038\038886.mp3,ok,audioread,
49477,data\fma_small\fma_small\049\049477.mp3,ok,audioread,
89473,data\fma_small\fma_small\089\089473.mp3,ok,audioread,
144180,data\fma_small\fma_small\144\144180.mp3,ok,audioread,
14745,data\fma_small\fma_small\014\014745.mp3,ok,audioread,
43063,data\fma_small\fma_small\043\043063.mp3,ok,audioread,
1704,data\fma_small\fma_small\001\001704.mp3,ok,audioread,
11505,data\fma_small\fma_small\011\011505.mp3,ok,audioread,
11261,data\fma_small\fma_small\011\011261.mp3,ok,audioread,
95310,data\fma_small\fma_small\095\095310.mp3,ok,audioread,
116390,data\fma_small\fma_small\116\116390.mp3,ok,audioread,
51261,data\fma_small\fma_small\051\051261.mp3,ok,audioread,
57569,data\fma_small\fma_small\057\057569.mp3,ok,audioread,
114047,data\fma_small\fma_small\114\114047.mp3,ok,audioread,
99345,data\fma_small\fma_small\099\099345.mp3,ok,audioread,
148610,data\fma_small\fma_small\148\148610.mp3,ok,audioread,
96692,data\fma_small\fma_small\096\096692.mp3,ok,audioread,
69763,data\fma_small\fma_small\069\069763.mp3,ok,audioread,
69567,data\fma_small\fma_small\069\069567.mp3,ok,audioread,
56497,data\fma_small\fma_small\056\056497.mp3,ok,audioread,
118738,data\fma_small\fma_small\118\118738.mp3,ok,audioread,
110261,data\fma_small\fma_small\110\110261.mp3,ok,audioread,
153946,data\fma_small\fma_small\153\153946.mp3,ok,audioread,
51262,data\fma_small\fma_small\051\051262.mp3,ok,audioread,
85593,data\fma_small\fma_small\085\085593.mp3,ok,audioread,
148585,data\fma_small\fma_small\148\148585.mp3,ok,audioread,
115927,data\fma_small\fma_small\115\115927.mp3,ok,audioread,
121813,data\fma_small\fma_small\121\121813.mp3,ok,audioread,
105712,data\fma_small\fma_small\105\105712.mp3,ok,audioread,
119025,data\fma_small\fma_small\119\119025.mp3,ok,audioread,
121415,data\fma_small\fma_small\121\121415.mp3,ok,audioread,
88959,data\fma_small\fma_small\088\088959.mp3,ok,audioread,
85307,data\fma_small\fma_small\085\085307.mp3,ok,audioread,
12355,data\fma_small\fma_small\012\012355.mp3,ok,audioread,
108812,data\fma_small\fma_small\108\108812.mp3,ok,audioread,
141903,data\fma_small\fma_small\141\141903.mp3,ok,audioread,
68601,data\fma_small\fma_small\068\068601.mp3,ok,audioread,
131774,data\fma_small\fma_small\131\131774.mp3,ok,audioread,
38910,data\fma_small\fma_small\038\038910.mp3,ok,audioread,
49067,data\fma_small\fma_small\049\049067.mp3,ok,audioread,
108302,data\fma_small\fma_small\108\108302.mp3,ok,audioread,
133731,data\fma_small\fma_small\133\133731.mp3,ok,audioread,
37147,data\fma_small\fma_small\037\037147.mp3,ok,audioread,
45055,data\fma_small\fma_small\045\045055.mp3,ok,audioread,
42463,data\fma_small\fma_small\042\042463.mp3,ok,audioread,
123494,data\fma_small\fma_small\123\123494.mp3,ok,audioread,
40241,data\fma_small\fma_small\040\040241.mp3,ok,audioread,
116873,data\fma_small\fma_small\116\116873.mp3,ok,audioread,
74937,data\fma_small\fma_small\074\074937.mp3,ok,audioread,
48452,data\fma_small\fma_small\048\048452.mp3,ok,audioread,
63755,data\fma_small\fma_small\063\063755.mp3,ok,audioread,
9560,data\fma_small\fma_small\009\009560.mp3,ok,audioread,
12387,data\fma_small\fma_small\012\012387.mp3,ok,audioread,
127878,data\fma_small\fma_small\127\127878.mp3,ok,audioread,
139637,data\fma_small\fma_small\139\139637.mp3,ok,audioread,
29807,data\fma_small\fma_small\029\029807.mp3,ok,audioread,
115597,data\fma_small\fma_small\115\115597.mp3,ok,audioread,
63733,data\fma_small\fma_small\063\063733.mp3,ok,audioread,
69182,data\fma_small\fma_small\069\069182.mp3,ok,audioread,
98550,data\fma_small\fma_small\098\098550.mp3,ok,audioread,
7709,data\fma_small\fma_small\007\007709.mp3,ok,audioread,
48046,data\fma_small\fma_small\048\048046.mp3,ok,audioread,
14542,data\fma_small\fma_small\014\014542.mp3,ok,audioread,
126105,data\fma_small\fma_small\126\126105.mp3,ok,audioread,
23329,data\fma_small\fma_small\023\023329.mp3,ok,audioread,
58474,data\fma_small\fma_small\058\058474.mp3,ok,audioread,
98627,data\fma_small\fma_small\098\098627.mp3,ok,audioread,
66644,data\fma_small\fma_small\066\066644.mp3,ok,audioread,
142668,data\fma_small\fma_small\142\142668.mp3,ok,audioread,
129372,data\fma_small\fma_small\129\129372.mp3,ok,audioread,
72050,data\fma_small\fma_small\072\072050.mp3,ok,audioread,
91894,data\fma_small\fma_small\091\091894.mp3,ok,audioread,
58207,data\fma_small\fma_small\058\058207.mp3,ok,audioread,
111187,data\fma_small\fma_small\111\111187.mp3,ok,audioread,
75391,data\fma_small\fma_small\075\075391.mp3,ok,audioread,
99096,data\fma_small\fma_small\099\099096.mp3,ok,audioread,
28274,data\fma_small\fma_small\028\028274.mp3,ok,audioread,
146481,data\fma_small\fma_small\146\146481.mp3,ok,audioread,
27945,data\fma_small\fma_small\027\027945.mp3,ok,audioread,
57178,data\fma_small\fma_small\057\057178.mp3,ok,audioread,
63258,data\fma_small\fma_small\063\063258.mp3,ok,audioread,
63908,data\fma_small\fma_small\063\063908.mp3,ok,audioread,
112780,data\fma_small\fma_small\112\112780.mp3,ok,audioread,
11019,data\fma_small\fma_small\011\011019.mp3,ok,audioread,
73566,data\fma_small\fma_small\073\073566.mp3,ok,audioread,
54236,data\fma_small\fma_small\054\054236.mp3,ok,audioread,
123981,data\fma_small\fma_small\123\123981.mp3,ok,audioread,
130986,data\fma_small\fma_small\130\130986.mp3,ok,audioread,
74390,data\fma_small\fma_small\074\074390.mp3,ok,audioread,
61174,data\fma_small\fma_small\061\061174.mp3,ok,audioread,
23063,data\fma_small\fma_small\023\023063.mp3,ok,audioread,
113946,data\fma_small\fma_small\113\113946.mp3,ok,audioread,
105682,data\fma_small\fma_small\105\105682.mp3,ok,audioread,
21587,data\fma_small\fma_small\021\021587.mp3,ok,audioread,
123096,data\fma_small\fma_small\123\123096.mp3,ok,audioread,
132171,data\fma_small\fma_small\132\132171.mp3,ok,audioread,
16821,data\fma_small\fma_small\016\016821.mp3,ok,audioread,
60074,data\fma_small\fma_small\060\060074.mp3,ok,audioread,
38907,data\fma_small\fma_small\038\038907.mp3,ok,audioread,
114413,data\fma_small\fma_small\114\114413.mp3,ok,audioread,
7548,data\fma_small\fma_small\007\007548.mp3,ok,audioread,
74371,data\fma_small\fma_small\074\074371.mp3,ok,audioread,
203,data\fma_small\fma_small\000\000203.mp3,ok,audioread,
106568,data\fma_small\fma_small\106\106568.mp3,ok,audioread,
44917,data\fma_small\fma_small\044\044917.mp3,ok,audioread,
127720,data\fma_small\fma_small\127\127720.mp3,ok,audioread,
126505,data\fma_small\fma_small\126\126505.mp3,ok,audioread,
44851,data\fma_small\fma_small\044\044851.mp3,ok,audioread,
127266,data\fma_small\fma_small\127\127266.mp3,ok,audioread,
85787,data\fma_small\fma_small\085\085787.mp3,ok,audioread,
30682,data\fma_small\fma_small\030\030682.mp3,ok,audioread,
27552,data\fma_small\fma_small\027\027552.mp3,ok,audioread,
