track_id,title,artist,genre,audio_path,lyrics_path,lyrics_source
96403,Wrong or Right,Insane Ride,Rock,data\fma_small\fma_small\096\096403.mp3,data\whisper_transcriptions\Insane Ride - Wrong or Right 96403.txt,whisper
85422,Bicentennial Bridge,Orange Peels,Pop,data\fma_small\fma_small\085\085422.mp3,data\whisper_transcriptions\Orange Peels - Bicentennial Bridge 85422.txt,whisper
122352,Lover,David Mumford,Folk,data\fma_small\fma_small\122\122352.mp3,data\whisper_transcriptions\David Mumford - Lover 122352.txt,whisper
88960,Queen (Mugl Remix),TIGERBERRY,Rock,data\fma_small\fma_small\088\088960.mp3,data\whisper_transcriptions\TIGERBERRY - Queen (Mugl Remix) 88960.txt,whisper
127726,Schankeshaus,Andreas Woiger,Folk,data\fma_small\fma_small\127\127726.mp3,data\whisper_transcriptions\Andreas Woiger - Schankeshaus 127726.txt,whisper
86263,Stay Hungry,Angstbreaker,Rock,data\fma_small\fma_small\086\086263.mp3,data\whisper_transcriptions\Angstbreaker - Stay Hungry 86263.txt,whisper
146151,How I Feel,A-Grav Lab,Hip-Hop,data\fma_small\fma_small\146\146151.mp3,data\whisper_transcriptions\A-Grav Lab - How I Feel 146151.txt,whisper
100959,Shawntae,DJ Def Chad,Hip-Hop,data\fma_small\fma_small\100\100959.mp3,data\whisper_transcriptions\DJ Def Chad - Shawntae 100959.txt,whisper
97794,schneewittchen aud dem kloh,Inox Kapell,Experimental,data\fma_small\fma_small\097\097794.mp3,data\whisper_transcriptions\Inox Kapell - schneewittchen aud dem kloh 97794.txt,whisper
118195,Ave,PC-ONE,Experimental,data\fma_small\fma_small\118\118195.mp3,data\whisper_transcriptions\PC-ONE - Ave 118195.txt,whisper
139523,The Hermit's View,Itasca,Folk,data\fma_small\fma_small\139\139523.mp3,data\whisper_transcriptions\Itasca - The Hermit's View 139523.txt,whisper
141894,Descent,Gorevenge,Rock,data\fma_small\fma_small\141\141894.mp3,data\whisper_transcriptions\Gorevenge - Descent 141894.txt,whisper
133781,Holiday,Nic Falcon,Folk,data\fma_small\fma_small\133\133781.mp3,data\whisper_transcriptions\Nic Falcon - Holiday 133781.txt,whisper
93704,Don't Love You,The Chapin Sisters,Folk,data\fma_small\fma_small\093\093704.mp3,data\whisper_transcriptions\The Chapin Sisters - Don't Love You 93704.txt,whisper
47666,No Love Song,Berlinist,Pop,data\fma_small\fma_small\047\047666.mp3,data\whisper_transcriptions\Berlinist - No Love Song 47666.txt,whisper
12052,Breath in a Seed,Big Blood,Folk,data\fma_small\fma_small\012\012052.mp3,data\whisper_transcriptions\Big Blood - Breath in a Seed 12052.txt,whisper
6519,Somebody To Love,Sakura Madams,Rock,data\fma_small\fma_small\006\006519.mp3,data\whisper_transcriptions\Sakura Madams - Somebody To Love 6519.txt,whisper
56517,King of the Street,Jenny Mayhem,Folk,data\fma_small\fma_small\056\056517.mp3,data\whisper_transcriptions\Jenny Mayhem - King of the Street 56517.txt,whisper
118000,"Anthony Donovan, Marcel Duchamp, Georges Bataille",Juan Angel Italiano,Experimental,data\fma_small\fma_small\118\118000.mp3,"data\whisper_transcriptions\Juan Angel Italiano - Anthony Donovan, Marcel Duchamp, Georges Bataille 118000.txt",whisper
145744,Jazzy Hip-Hop (Featuring Long John),Cheese N Pot-C,Hip-Hop,data\fma_small\fma_small\145\145744.mp3,data\whisper_transcriptions\Cheese N Pot-C - Jazzy Hip-Hop (Featuring Long John) 145744.txt,whisper
122807,nitemare,The Carnys,Pop,data\fma_small\fma_small\122\122807.mp3,data\whisper_transcriptions\The Carnys - nitemare 122807.txt,whisper
108840,Faraway (4 Mike & Annie),Tha Silent Partner,Hip-Hop,data\fma_small\fma_small\108\108840.mp3,data\whisper_transcriptions\Tha Silent Partner - Faraway (4 Mike & Annie) 108840.txt,whisper
145003,In The Gods,Finn Anderson,Folk,data\fma_small\fma_small\145\145003.mp3,data\whisper_transcriptions\Finn Anderson - In The Gods 145003.txt,whisper
27258,The Divine Invasion,P.G. Six,Folk,data\fma_small\fma_small\027\027258.mp3,data\whisper_transcriptions\P.G. Six - The Divine Invasion 27258.txt,whisper
106522,$ecret terror,Wilted Woman,Experimental,data\fma_small\fma_small\106\106522.mp3,data\whisper_transcriptions\Wilted Woman - $ecret terror 106522.txt,whisper
100799,Child Was a Born,Margina,Rock,data\fma_small\fma_small\100\100799.mp3,data\whisper_transcriptions\Margina - Child Was a Born 100799.txt,whisper
119592,Free,Pee-Bug,Pop,data\fma_small\fma_small\119\119592.mp3,data\whisper_transcriptions\Pee-Bug - Free 119592.txt,whisper
131020,Eternal New Guy,Pot-C,Hip-Hop,data\fma_small\fma_small\131\131020.mp3,data\whisper_transcriptions\Pot-C - Eternal New Guy 131020.txt,whisper
128711,Junky Magician,The Crypts!,Rock,data\fma_small\fma_small\128\128711.mp3,data\whisper_transcriptions\The Crypts! - Junky Magician 128711.txt,whisper
7393,leaving things as they are,Lucky Dragons,Experimental,data\fma_small\fma_small\007\007393.mp3,data\whisper_transcriptions\Lucky Dragons - leaving things as they are 7393.txt,whisper
86443,Befall,Fever Dream,Rock,data\fma_small\fma_small\086\086443.mp3,data\whisper_transcriptions\Fever Dream - Befall 86443.txt,whisper
90982,"Gangstas, Guns, Liquor",Mported Flows,Hip-Hop,data\fma_small\fma_small\090\090982.mp3,"data\whisper_transcriptions\Mported Flows - Gangstas, Guns, Liquor 90982.txt",whisper
110775,Volume (Video Edit),The Impossebulls,Hip-Hop,data\fma_small\fma_small\110\110775.mp3,data\whisper_transcriptions\The Impossebulls - Volume (Video Edit) 110775.txt,whisper
70878,otter people,owlface,Pop,data\fma_small\fma_small\070\070878.mp3,data\whisper_transcriptions\owlface - otter people 70878.txt,whisper
72790,Fatherhood,Tha Silent Partner,Hip-Hop,data\fma_small\fma_small\072\072790.mp3,data\whisper_transcriptions\Tha Silent Partner - Fatherhood 72790.txt,whisper
126668,I'll Take Care Of It,Sleep Out,Rock,data\fma_small\fma_small\126\126668.mp3,data\whisper_transcriptions\Sleep Out - I'll Take Care Of It 126668.txt,whisper
130937,Le grand large,La Cantine Boga,Folk,data\fma_small\fma_small\130\130937.mp3,data\whisper_transcriptions\La Cantine Boga - Le grand large 130937.txt,whisper
64519,Quality Control,Heavy Links,Hip-Hop,data\fma_small\fma_small\064\064519.mp3,data\whisper_transcriptions\Heavy Links - Quality Control 64519.txt,whisper
65755,Reality Bites,Emerald Park,Pop,data\fma_small\fma_small\065\065755.mp3,data\whisper_transcriptions\Emerald Park - Reality Bites 65755.txt,whisper
13748,Speak Your Mind feat. Hard Target,Laws,Hip-Hop,data\fma_small\fma_small\013\013748.mp3,data\whisper_transcriptions\Laws - Speak Your Mind feat. Hard Target 13748.txt,whisper
11916,comedi humaine,WatFatMan,Hip-Hop,data\fma_small\fma_small\011\011916.mp3,data\whisper_transcriptions\WatFatMan - comedi humaine 11916.txt,whisper
69824,Lucky you (Digi G'Alessio remix remix),Infinite Livez,Hip-Hop,data\fma_small\fma_small\069\069824.mp3,data\whisper_transcriptions\Infinite Livez - Lucky you (Digi G'Alessio remix remix) 69824.txt,whisper
54034,Wood Detective,alright lover,Pop,data\fma_small\fma_small\054\054034.mp3,data\whisper_transcriptions\alright lover - Wood Detective 54034.txt,whisper
131773,Those Summer Days,Microscopes,Pop,data\fma_small\fma_small\131\131773.mp3,data\whisper_transcriptions\Microscopes - Those Summer Days 131773.txt,whisper
142552,Come to Me,Rony Friedman,Pop,data\fma_small\fma_small\142\142552.mp3,data\whisper_transcriptions\Rony Friedman - Come to Me 142552.txt,whisper
61734,Let's Go Dutch,Soft Serve,Pop,data\fma_small\fma_small\061\061734.mp3,data\whisper_transcriptions\Soft Serve - Let's Go Dutch 61734.txt,whisper
129997,Bright Sunny End,springtide,Rock,data\fma_small\fma_small\129\129997.mp3,data\whisper_transcriptions\springtide - Bright Sunny End 129997.txt,whisper
114265,Ruggles (ft epsilon not),Uncle Milk,Hip-Hop,data\fma_small\fma_small\114\114265.mp3,data\whisper_transcriptions\Uncle Milk - Ruggles (ft epsilon not) 114265.txt,whisper
106937,Prairie Kids,Meaner Pencil,Folk,data\fma_small\fma_small\106\106937.mp3,data\whisper_transcriptions\Meaner Pencil - Prairie Kids 106937.txt,whisper
43843,Sickly Brazil,Kreamy 'Lectric Santa,Folk,data\fma_small\fma_small\043\043843.mp3,data\whisper_transcriptions\Kreamy 'Lectric Santa - Sickly Brazil 43843.txt,whisper
125185,Life Unfolds,Derek Clegg,Folk,data\fma_small\fma_small\125\125185.mp3,data\whisper_transcriptions\Derek Clegg - Life Unfolds 125185.txt,whisper
694,Planet Say (featuring Faust),Food For Animals,Hip-Hop,data\fma_small\fma_small\000\000694.mp3,data\whisper_transcriptions\Food For Animals - Planet Say (featuring Faust) 694.txt,whisper
2099,....like bacon sundays,luc,Pop,data\fma_small\fma_small\002\002099.mp3,data\whisper_transcriptions\luc - ....like bacon sundays 2099.txt,whisper
142511,Ratatatatouille,Miët,Rock,data\fma_small\fma_small\142\142511.mp3,data\whisper_transcriptions\Miët - Ratatatatouille 142511.txt,whisper
11818,Future Music,It's Notherground Music!!,Hip-Hop,data\fma_small\fma_small\011\011818.mp3,data\whisper_transcriptions\It's Notherground Music!! - Future Music 11818.txt,whisper
96728,All In The Morning Coming Down,Allysen Callery,Folk,data\fma_small\fma_small\096\096728.mp3,data\whisper_transcriptions\Allysen Callery - All In The Morning Coming Down 96728.txt,whisper
52500,This Is Goodbye,Kalli,Folk,data\fma_small\fma_small\052\052500.mp3,data\whisper_transcriptions\Kalli - This Is Goodbye 52500.txt,whisper
97373,Extra Chromosome Mozart,Cullah,Experimental,data\fma_small\fma_small\097\097373.mp3,data\whisper_transcriptions\Cullah - Extra Chromosome Mozart 97373.txt,whisper
29746,Dont Let Sheep Play The Piano (Lee and Sheep),Lee Rosevere,Experimental,data\fma_small\fma_small\029\029746.mp3,data\whisper_transcriptions\Lee Rosevere - Dont Let Sheep Play The Piano (Lee and Sheep) 29746.txt,whisper
42141,Smoke In The Blues Bar,Colin Shaddick & Roger Nicholls,Experimental,data\fma_small\fma_small\042\042141.mp3,data\whisper_transcriptions\Colin Shaddick & Roger Nicholls - Smoke In The Blues Bar 42141.txt,whisper
110259,In Tune (J. Glaze Remix),Kellee Maize & J. Glaze Productions,Hip-Hop,data\fma_small\fma_small\110\110259.mp3,data\whisper_transcriptions\Kellee Maize & J. Glaze Productions - In Tune (J. Glaze Remix) 110259.txt,whisper
1270,Cocksuckerbastardmotherfucker,Necropolis,Rock,data\fma_small\fma_small\001\001270.mp3,data\whisper_transcriptions\Necropolis - Cocksuckerbastardmotherfucker 1270.txt,whisper
142528,Aurora,The Bribe and the Mockery,Folk,data\fma_small\fma_small\142\142528.mp3,data\whisper_transcriptions\The Bribe and the Mockery - Aurora 142528.txt,whisper
67366,Broken Eights,Aranos,Pop,data\fma_small\fma_small\067\067366.mp3,data\whisper_transcriptions\Aranos - Broken Eights 67366.txt,whisper
57500,Girl,Barreracudas,Rock,data\fma_small\fma_small\057\057500.mp3,data\whisper_transcriptions\Barreracudas - Girl 57500.txt,whisper
61591,Gigglestick,Ergo Phizmiz,Pop,data\fma_small\fma_small\061\061591.mp3,data\whisper_transcriptions\Ergo Phizmiz - Gigglestick 61591.txt,whisper
137898,Press Rewind featuring Kyle Jason,C-Doc,Hip-Hop,data\fma_small\fma_small\137\137898.mp3,data\whisper_transcriptions\C-Doc - Press Rewind featuring Kyle Jason 137898.txt,whisper
113357,Hurt,Samuel Vas Y,Folk,data\fma_small\fma_small\113\113357.mp3,data\whisper_transcriptions\Samuel Vas Y - Hurt 113357.txt,whisper
20818,03 The Wedding Ring,Harrius,Experimental,data\fma_small\fma_small\020\020818.mp3,data\whisper_transcriptions\Harrius - 03 The Wedding Ring 20818.txt,whisper
142086,Pennies For My Thoughts,SK,Hip-Hop,data\fma_small\fma_small\142\142086.mp3,data\whisper_transcriptions\SK - Pennies For My Thoughts 142086.txt,whisper
131764,This Is The Night,Microscopes,Pop,data\fma_small\fma_small\131\131764.mp3,data\whisper_transcriptions\Microscopes - This Is The Night 131764.txt,whisper
46840,Wave a White Flag (Surrender),Monk Turner,Pop,data\fma_small\fma_small\046\046840.mp3,data\whisper_transcriptions\Monk Turner - Wave a White Flag (Surrender) 46840.txt,whisper
74370,The First Noel,Dave Menzo (CloudMagic),Experimental,data\fma_small\fma_small\074\074370.mp3,data\whisper_transcriptions\Dave Menzo (CloudMagic) - The First Noel 74370.txt,whisper
59876,Lovedropper,Boy Friend,Rock,data\fma_small\fma_small\059\059876.mp3,data\whisper_transcriptions\Boy Friend - Lovedropper 59876.txt,whisper
64855,I Don't Know Why (the Gooeys),Monroeville Music Center,Experimental,data\fma_small\fma_small\064\064855.mp3,data\whisper_transcriptions\Monroeville Music Center - I Don't Know Why (the Gooeys) 64855.txt,whisper
1427,I Feel Evils,Plastic Crimewave Sound,Rock,data\fma_small\fma_small\001\001427.mp3,data\whisper_transcriptions\Plastic Crimewave Sound - I Feel Evils 1427.txt,whisper
125189,I'd Rather Take the Old Way,Derek Clegg,Folk,data\fma_small\fma_small\125\125189.mp3,data\whisper_transcriptions\Derek Clegg - I'd Rather Take the Old Way 125189.txt,whisper
150018,Eldridge Cleaver,Urs Graf Consort,Pop,data\fma_small\fma_small\150\150018.mp3,data\whisper_transcriptions\Urs Graf Consort - Eldridge Cleaver 150018.txt,whisper
113031,Red Weed ft. DJ Swiss Cheez,One S.P.,Hip-Hop,data\fma_small\fma_small\113\113031.mp3,data\whisper_transcriptions\One S.P. - Red Weed ft. DJ Swiss Cheez 113031.txt,whisper
6406,The Hungry Stones,MV + EE,Folk,data\fma_small\fma_small\006\006406.mp3,data\whisper_transcriptions\MV + EE - The Hungry Stones 6406.txt,whisper
28376,The Doppler Shift,Bomis Prendin,Experimental,data\fma_small\fma_small\028\028376.mp3,data\whisper_transcriptions\Bomis Prendin - The Doppler Shift 28376.txt,whisper
119369,calm,Erick Gallun,Experimental,data\fma_small\fma_small\119\119369.mp3,data\whisper_transcriptions\Erick Gallun - calm 119369.txt,whisper
127205,Everything Fell Into Place,Shwa Losben,Pop,data\fma_small\fma_small\127\127205.mp3,data\whisper_transcriptions\Shwa Losben - Everything Fell Into Place 127205.txt,whisper
134509,Get Paid (Mouth Beat Mix) (Featuring DJ Phazer),Donnie Ozone,Hip-Hop,data\fma_small\fma_small\134\134509.mp3,data\whisper_transcriptions\Donnie Ozone - Get Paid (Mouth Beat Mix) (Featuring DJ Phazer) 134509.txt,whisper
128825,Nephew Playing Happy Wheels,Lezet,Experimental,data\fma_small\fma_small\128\128825.mp3,data\whisper_transcriptions\Lezet - Nephew Playing Happy Wheels 128825.txt,whisper
122355,Light On In My Heart,David Mumford,Folk,data\fma_small\fma_small\122\122355.mp3,data\whisper_transcriptions\David Mumford - Light On In My Heart 122355.txt,whisper
119027,How Do I Say Goodbye To Myself,Change!,Experimental,data\fma_small\fma_small\119\119027.mp3,data\whisper_transcriptions\Change! - How Do I Say Goodbye To Myself 119027.txt,whisper
28692,You A Grave,The Black Bug,Rock,data\fma_small\fma_small\028\028692.mp3,data\whisper_transcriptions\The Black Bug - You A Grave 28692.txt,whisper
112588,"Christmas Time, I Love You",Simon Panrucker,Experimental,data\fma_small\fma_small\112\112588.mp3,"data\whisper_transcriptions\Simon Panrucker - Christmas Time, I Love You 112588.txt",whisper
100478,So On and Yo!,LOWdown,Hip-Hop,data\fma_small\fma_small\100\100478.mp3,data\whisper_transcriptions\LOWdown - So On and Yo! 100478.txt,whisper
67829,Shaking Boombah,krackatoa,Experimental,data\fma_small\fma_small\067\067829.mp3,data\whisper_transcriptions\krackatoa - Shaking Boombah 67829.txt,whisper
31392,Siren Song,Amy Sayer,Folk,data\fma_small\fma_small\031\031392.mp3,data\whisper_transcriptions\Amy Sayer - Siren Song 31392.txt,whisper
73172,Red Clay Country,Howie Mitchell & Charlotte Williams,Folk,data\fma_small\fma_small\073\073172.mp3,data\whisper_transcriptions\Howie Mitchell & Charlotte Williams - Red Clay Country 73172.txt,whisper
51114,Wack,Bob Ostertag,Experimental,data\fma_small\fma_small\051\051114.mp3,data\whisper_transcriptions\Bob Ostertag - Wack 51114.txt,whisper
123438,Mustard Sally,The Dread,Hip-Hop,data\fma_small\fma_small\123\123438.mp3,data\whisper_transcriptions\The Dread - Mustard Sally 123438.txt,whisper
13735,Funktions Prod. Sci Fi,Tha Connection,Hip-Hop,data\fma_small\fma_small\013\013735.mp3,data\whisper_transcriptions\Tha Connection - Funktions Prod. Sci Fi 13735.txt,whisper
113512,Once the Sky,A Crooked Pulse,Rock,data\fma_small\fma_small\113\113512.mp3,data\whisper_transcriptions\A Crooked Pulse - Once the Sky 113512.txt,whisper
12484,Frost Farm,Big Blood,Folk,data\fma_small\fma_small\012\012484.mp3,data\whisper_transcriptions\Big Blood - Frost Farm 12484.txt,whisper
48865,Mad To Talk,NaDa BaBa,Experimental,data\fma_small\fma_small\048\048865.mp3,data\whisper_transcriptions\NaDa BaBa - Mad To Talk 48865.txt,whisper
138066,Drifting,Black Flamingo,Pop,data\fma_small\fma_small\138\138066.mp3,data\whisper_transcriptions\Black Flamingo - Drifting 138066.txt,whisper
75378,Tree Of Life,Kellee Maize,Hip-Hop,data\fma_small\fma_small\075\075378.mp3,data\whisper_transcriptions\Kellee Maize - Tree Of Life 75378.txt,whisper
86415,From the Bottom (Soundtrack Edit),The Impossebulls,Hip-Hop,data\fma_small\fma_small\086\086415.mp3,data\whisper_transcriptions\The Impossebulls - From the Bottom (Soundtrack Edit) 86415.txt,whisper
57938,12 Days of Christmas,R.Tists for Christmas,Experimental,data\fma_small\fma_small\057\057938.mp3,data\whisper_transcriptions\R.Tists for Christmas - 12 Days of Christmas 57938.txt,whisper
71371,Good Times,Black Bones,Rock,data\fma_small\fma_small\071\071371.mp3,data\whisper_transcriptions\Black Bones - Good Times 71371.txt,whisper
69823,R yeah (Millelemmi remix),Infinite Livez,Hip-Hop,data\fma_small\fma_small\069\069823.mp3,data\whisper_transcriptions\Infinite Livez - R yeah (Millelemmi remix) 69823.txt,whisper
48862,Thursday Morning In London (Falluja Mix),NaDa BaBa,Experimental,data\fma_small\fma_small\048\048862.mp3,data\whisper_transcriptions\NaDa BaBa - Thursday Morning In London (Falluja Mix) 48862.txt,whisper
98555,Gotta Love Me,Kellee Maize,Hip-Hop,data\fma_small\fma_small\098\098555.mp3,data\whisper_transcriptions\Kellee Maize - Gotta Love Me 98555.txt,whisper
147295,Meadow Siren,Greg Atkinson,Folk,data\fma_small\fma_small\147\147295.mp3,data\whisper_transcriptions\Greg Atkinson - Meadow Siren 147295.txt,whisper
113033,I Told Jesus ft. Sharam Shahbazi (Asthmatic Astronaut Remix),One S.P.,Hip-Hop,data\fma_small\fma_small\113\113033.mp3,data\whisper_transcriptions\One S.P. - I Told Jesus ft. Sharam Shahbazi (Asthmatic Astronaut Remix) 113033.txt,whisper
99439,Light Shines,Atlantic Thrills,Rock,data\fma_small\fma_small\099\099439.mp3,data\whisper_transcriptions\Atlantic Thrills - Light Shines 99439.txt,whisper
126491,I Will Devour,Nate Maingard,Folk,data\fma_small\fma_small\126\126491.mp3,data\whisper_transcriptions\Nate Maingard - I Will Devour 126491.txt,whisper
51267,Thinking Of You,Teeel,Pop,data\fma_small\fma_small\051\051267.mp3,data\whisper_transcriptions\Teeel - Thinking Of You 51267.txt,whisper
131452,B06 Say We're Sweethearts Again,Mom Jeans,Pop,data\fma_small\fma_small\131\131452.mp3,data\whisper_transcriptions\Mom Jeans - B06 Say We're Sweethearts Again 131452.txt,whisper
129914,King Of Da City,Dollar Boyz,Hip-Hop,data\fma_small\fma_small\129\129914.mp3,data\whisper_transcriptions\Dollar Boyz - King Of Da City 129914.txt,whisper
47865,The Wedding Party,Zachary Cale,Folk,data\fma_small\fma_small\047\047865.mp3,data\whisper_transcriptions\Zachary Cale - The Wedding Party 47865.txt,whisper
11868,Classic Freestyle,6th Sense &amp; Mick Boogie,Hip-Hop,data\fma_small\fma_small\011\011868.mp3,data\whisper_transcriptions\6th Sense &amp; Mick Boogie - Classic Freestyle 11868.txt,whisper
32337,I Invented Everything,Plushgoolash,Pop,data\fma_small\fma_small\032\032337.mp3,data\whisper_transcriptions\Plushgoolash - I Invented Everything 32337.txt,whisper
3598,Little Eyes,Ed Askew,Folk,data\fma_small\fma_small\003\003598.mp3,data\whisper_transcriptions\Ed Askew - Little Eyes 3598.txt,whisper
75784,Rat Me Out,Square People,Rock,data\fma_small\fma_small\075\075784.mp3,data\whisper_transcriptions\Square People - Rat Me Out 75784.txt,whisper
12532,Sweet Man Like Me,Nils Hoffmann,Pop,data\fma_small\fma_small\012\012532.mp3,data\whisper_transcriptions\Nils Hoffmann - Sweet Man Like Me 12532.txt,whisper
63999,Brute,Gosprom,Pop,data\fma_small\fma_small\063\063999.mp3,data\whisper_transcriptions\Gosprom - Brute 63999.txt,whisper
126778,I Miss You Already,Connie Acher & Jelly,Folk,data\fma_small\fma_small\126\126778.mp3,data\whisper_transcriptions\Connie Acher & Jelly - I Miss You Already 126778.txt,whisper
49857,After you,My Bubba & Mi,Folk,data\fma_small\fma_small\049\049857.mp3,data\whisper_transcriptions\My Bubba & Mi - After you 49857.txt,whisper
64990,Class Act,Action Davis,Hip-Hop,data\fma_small\fma_small\064\064990.mp3,data\whisper_transcriptions\Action Davis - Class Act 64990.txt,whisper
145780,Amilee,The Jeanies,Rock,data\fma_small\fma_small\145\145780.mp3,data\whisper_transcriptions\The Jeanies - Amilee 145780.txt,whisper
39665,Can't Catch A Break,Quiet Hooves,Pop,data\fma_small\fma_small\039\039665.mp3,data\whisper_transcriptions\Quiet Hooves - Can't Catch A Break 39665.txt,whisper
13929,Home On The Range,Old Town School Of Folk Music (Various),Folk,data\fma_small\fma_small\013\013929.mp3,data\whisper_transcriptions\Old Town School Of Folk Music (Various) - Home On The Range 13929.txt,whisper
64863,En Route (ou Enfin! Le Défilé Capsule de Temps va au Centre de Contrôle),Monroeville Music Center,Experimental,data\fma_small\fma_small\064\064863.mp3,data\whisper_transcriptions\Monroeville Music Center - En Route (ou Enfin! Le Défilé Capsule de Temps va au Centre de Contrôle) 64863.txt,whisper
72789,Epilogue By Lloyd 'June' Bryan,Tha Silent Partner,Hip-Hop,data\fma_small\fma_small\072\072789.mp3,data\whisper_transcriptions\Tha Silent Partner - Epilogue By Lloyd 'June' Bryan 72789.txt,whisper
153383,La Samba (en public),Trotski Nautique,Pop,data\fma_small\fma_small\153\153383.mp3,data\whisper_transcriptions\Trotski Nautique - La Samba (en public) 153383.txt,whisper
132781,Bosa Nova,Gardenella,Pop,data\fma_small\fma_small\132\132781.mp3,data\whisper_transcriptions\Gardenella - Bosa Nova 132781.txt,whisper
17344,Falafel Western,No Nature,Pop,data\fma_small\fma_small\017\017344.mp3,data\whisper_transcriptions\No Nature - Falafel Western 17344.txt,whisper
10682,She Said Nothing,Big Blood,Folk,data\fma_small\fma_small\010\010682.mp3,data\whisper_transcriptions\Big Blood - She Said Nothing 10682.txt,whisper
71722,Cast Your Ship Upon Rain,Aran Ruth,Folk,data\fma_small\fma_small\071\071722.mp3,data\whisper_transcriptions\Aran Ruth - Cast Your Ship Upon Rain 71722.txt,whisper
147267,Wise Wordz,K.I.R.K,Hip-Hop,data\fma_small\fma_small\147\147267.mp3,data\whisper_transcriptions\K.I.R.K - Wise Wordz 147267.txt,whisper
190,Castle Of Stars,Ed Askew,Folk,data\fma_small\fma_small\000\000190.mp3,data\whisper_transcriptions\Ed Askew - Castle Of Stars 190.txt,whisper
71372,Rock N Roll,Black Bones,Rock,data\fma_small\fma_small\071\071372.mp3,data\whisper_transcriptions\Black Bones - Rock N Roll 71372.txt,whisper
3921,Hiawatha's Lullaby,Michael Holt,Folk,data\fma_small\fma_small\003\003921.mp3,data\whisper_transcriptions\Michael Holt - Hiawatha's Lullaby 3921.txt,whisper
75420,Catch Me,Kellee Maize,Hip-Hop,data\fma_small\fma_small\075\075420.mp3,data\whisper_transcriptions\Kellee Maize - Catch Me 75420.txt,whisper
72476,"Model, Job, Metro, Time Square",Björn & Gorden,Pop,data\fma_small\fma_small\072\072476.mp3,"data\whisper_transcriptions\Björn & Gorden - Model, Job, Metro, Time Square 72476.txt",whisper
11951,Taps - America The Beautiful (Medley),Obi Best,Experimental,data\fma_small\fma_small\011\011951.mp3,data\whisper_transcriptions\Obi Best - Taps - America The Beautiful (Medley) 11951.txt,whisper
96695,Cart Sans Horse,Melissa Laveaux,Folk,data\fma_small\fma_small\096\096695.mp3,data\whisper_transcriptions\Melissa Laveaux - Cart Sans Horse 96695.txt,whisper
97887,Long Time Coming,Easy Rider,Rock,data\fma_small\fma_small\097\097887.mp3,data\whisper_transcriptions\Easy Rider - Long Time Coming 97887.txt,whisper
1924,Calling For You,The Twin Atlas,Folk,data\fma_small\fma_small\001\001924.mp3,data\whisper_transcriptions\The Twin Atlas - Calling For You 1924.txt,whisper
108037,Autogenic,Kubark,Rock,data\fma_small\fma_small\108\108037.mp3,data\whisper_transcriptions\Kubark - Autogenic 108037.txt,whisper
125002,Maiden Voyage,Let Me Crazy,Rock,data\fma_small\fma_small\125\125002.mp3,data\whisper_transcriptions\Let Me Crazy - Maiden Voyage 125002.txt,whisper
145005,Uncharted Lands,Finn Anderson,Folk,data\fma_small\fma_small\145\145005.mp3,data\whisper_transcriptions\Finn Anderson - Uncharted Lands 145005.txt,whisper
